SessionID,ExposureID,TrafficChannel,SessionDuration,Bounced,PagesperSession
9QU9RFLOVL,P8179041,Display,111,Yes,3
T2MCC8RK5A,O7296948,Referral,166,Yes,3
JZ3WJRCNV1,P5607760,Paid Search,145,No,3
J6QXKIT951,O7979767,Referral,90,Yes,3
2MOG2BXJYC,O7002699,SEO,114,Yes,3
H347BTMMZD,P6874509,Display,513,No,5
IXJUQDQHLE,O6935851,SEO,153,No,3
V58HC320US,P6626022,Paid Search,141,No,3
GQ58J58TR0,O7259717,Direct,172,No,1
DHG6KSSHQY,O1728824,Direct,103,No,3
2DFB1YWTO8,O8266771,Referral,426,No,4
IO6U764J2F,O9740248,Direct,69,Yes,2
AEKOZSP4D6,O9546855,Referral,61,No,1
87RVTOVPLK,O8177276,SEO,138,Yes,1
8W4UU7VTGA,O8732537,Referral,179,No,2
VU4TIDCPPG,P8327003,Paid Search,70,No,1
CQ4ERBSASL,O2409194,Referral,95,Yes,2
04ACUDI76A,P4019150,Paid Search,144,No,3
89J0PTT25F,P6289505,Display,126,No,2
88BI4LRTOS,O5965171,SEO,529,No,4
TUTIQHQFEI,P8876026,Display,164,No,3
CUXYQ04NBN,O7312749,Referral,349,No,6
5PCU5I90BY,O3501532,SEO,139,Yes,2
90MMW9K10X,O6270283,SEO,589,No,4
II8CXQG1JA,P6091018,Display,107,No,3
XCLMXUG4Q0,P4461518,Display,82,Yes,3
12V4KI8VVT,O3817101,Direct,382,No,4
LRJLH3ZNRM,O2277228,Referral,175,No,1
YXX7WS9KDB,O1460378,Referral,162,No,1
04FXGCDHVJ,O2378642,SEO,85,No,1
7RU4PORO8R,O5771712,Referral,106,No,2
SEUKMTA7J0,P9139391,Display,156,No,3
U6YCYP1OCK,O8325224,Referral,127,No,1
8KDBRZUX4W,O7373261,SEO,172,Yes,2
BZJN1XLYL5,O2413382,Direct,80,No,3
WS3Q7D7RTK,O2771510,Referral,137,Yes,2
TR7K5WD7QP,O5084950,Referral,99,Yes,2
HJEAIMXLPW,P9008088,Paid Search,64,Yes,1
O94K5HIG05,P5044914,Display,97,No,1
S5B1RFVVIY,P1310323,Paid Search,138,No,3
T0EH370K3P,P8531942,Display,150,Yes,3
0XQEVBMT5L,P5314802,Display,174,No,3
NXLSAEV3OP,P4063111,Paid Search,102,No,3
U46B0EG1DM,O6056689,SEO,120,No,1
8DQB31A6G2,P9137589,Paid Search,126,No,1
JEXM2TYXBS,P1189203,Paid Search,592,No,4
ED0ZABQA2R,P8156279,Paid Search,71,No,2
YVRNGKX2DC,P9154817,Display,147,No,3
EVI4SKFDZX,P4702745,Paid Search,115,Yes,2
MI6S4XJ90V,P6617526,Paid Search,146,No,2
THG6HE1ZPR,O8036595,Direct,126,No,3
41ZK6E3OCL,P9472275,Display,170,Yes,3
O1EWIX4KDD,O1826059,SEO,119,No,1
XUZOYSABYU,P7863164,Display,109,Yes,2
XTJ58IVA6Q,O1174378,Direct,139,No,3
W5DKYRW5ZU,P8439278,Paid Search,157,No,2
1IGQ5LQBMM,P3322673,Paid Search,157,No,3
3OSERRMWFC,P7912851,Display,167,No,2
FLY6QDJIC7,O1311992,SEO,544,No,6
ONSKOY3S15,O6453372,Referral,71,No,1
9VNLM7I06L,O3517364,Direct,177,No,1
ZMSB3EU4J8,P2057627,Display,106,No,3
T8P8YRZUE3,P1724310,Display,118,No,2
7F4HNUCW0K,P2946850,Paid Search,73,No,3
LU6NQ3HI74,P2634440,Display,138,No,1
IB8SOS8V4Q,O1536755,Referral,103,No,2
XADYW77JLL,P2411502,Display,163,No,2
5MWZ63LY0G,P4931060,Display,66,Yes,2
LDQF74C5ZD,O7700238,SEO,160,No,2
7Z00D1S9UG,O1223003,SEO,179,No,2
HRZCEYY3KI,O8372774,Direct,124,No,2
FO2SM17H4Y,P8177357,Paid Search,64,No,3
H9L8GF60DW,O3279119,Referral,94,No,1
SNWBL6P13M,P9787060,Display,122,No,1
5CIDQUGVNZ,P5835506,Paid Search,143,No,2
9KAV5X4QKN,P1319230,Display,564,No,4
1CJDLXP9S6,O5343936,Referral,109,Yes,1
GKNO220GBL,P8908532,Display,117,No,2
53IASBWKB7,O2914567,Referral,111,No,1
4MC8K302UF,O4908706,Referral,135,No,1
X72BAQCXD1,P7921829,Display,121,Yes,2
D7DU1U1LD0,O2259559,Referral,72,No,1
LB5JGQL3HB,P9899419,Paid Search,97,Yes,2
B54ZOPVE9U,O9947979,Referral,87,No,3
FELDSDEB3J,P8357780,Display,309,No,6
QTM6LWQ1T1,P5313149,Paid Search,162,No,3
CUVPY6ISW5,P6258670,Display,588,No,5
T6Y9BUEDTL,O6647456,Direct,156,No,3
RPSF63UYJA,P4045212,Paid Search,340,No,5
EVHCV666RD,O6918153,SEO,64,Yes,2
3WHBL46S91,O8083831,SEO,510,No,6
JP1TFCRS8V,O5479255,SEO,173,Yes,1
VELJCVH38G,P1473859,Display,96,Yes,1
W5CEKNVEFY,P6009766,Paid Search,63,No,2
O74D2DN1CG,O8882589,SEO,119,No,3
R56P9YJ7UJ,O2682860,Referral,100,Yes,2
CGU3DB6RE4,P9789705,Paid Search,139,No,3
1HM50N3R44,O4227519,Referral,150,No,1
SLIE9705J0,O7034351,Referral,92,Yes,1
9V19F9DSQK,O8144295,SEO,124,No,3
M12N1ZDNCM,O9508108,Direct,572,No,4
MTKKDL5CDY,O9135761,Direct,134,No,1
S7B9RFK5UO,O4046084,Referral,167,No,1
ND0SX7YDDQ,P9261129,Paid Search,377,No,5
E8SSD5M5WR,P8517100,Paid Search,90,No,2
HXY5SQZ0S4,O2398958,Referral,121,Yes,2
HDV7WZCVJF,P8784481,Display,129,No,1
JKBGUV0CG8,O8079566,SEO,311,No,5
6U6AOP3VJ7,P5079016,Paid Search,67,No,1
X5HEMJB18Q,O4252969,SEO,75,No,1
5OQIST35A5,O9263294,SEO,169,Yes,3
CK1CMBE97I,P8178366,Paid Search,85,No,3
NCBTLV52ZR,O9127201,SEO,468,No,4
BAU7ZTVAGB,P1117823,Display,108,No,1
RBW9ODBC6X,P9372800,Paid Search,138,No,1
FY55PPUM0Q,O1558682,SEO,130,Yes,2
ZQOKGIM6HZ,O2185415,SEO,144,Yes,3
BHGQIG8PUX,O7629952,Referral,130,Yes,1
CAMY062EOO,O7676129,Direct,82,Yes,2
K4T4MQQNY1,O6583427,Referral,116,Yes,2
1ZZZF8GTBK,O8826978,SEO,178,Yes,2
KF5U2HJXFX,O3849847,Direct,129,No,3
2T7LAFSEIM,O1619905,SEO,142,Yes,2
DSI81T0L9O,P3719603,Display,172,No,1
9KH2N3X47G,P3435572,Display,94,Yes,1
R85NM65YLH,P9955228,Display,103,No,1
SDZYVSD1SO,P7797677,Paid Search,74,Yes,2
NIRIVSSVVX,P9359369,Paid Search,162,No,1
6P7GEVK77R,O5746129,Referral,150,No,2
0RJSAWBJ8C,P1990870,Paid Search,121,No,3
5DJ5NGRC9Q,P8305290,Paid Search,133,No,1
5ZTKJITRK0,P6035995,Paid Search,81,Yes,3
XCT8GMNR1H,P7598138,Display,157,No,2
6JGS3V2Y7R,O6670464,SEO,107,No,3
Z0IF6IO1I7,O1581910,SEO,500,No,6
2TY34AFQJZ,O1342480,Referral,551,No,6
R87Y0XO9JE,O6671478,Direct,556,No,5
7LSGJW9OF0,O2256737,SEO,112,No,2
35ZBMSCJW1,O4683488,Direct,97,No,1
2AHHTGDEC3,P9195364,Display,72,No,2
KZWRVLPYH2,O3345359,Direct,176,No,1
MC8JVR88BF,O1036417,SEO,134,No,3
F5U04YXTP0,P1130944,Paid Search,174,No,2
VQYIW9JD1V,P1020304,Display,80,Yes,1
3UXDXSVG5E,O1221576,Direct,82,No,2
FO5GRUST1I,O6165558,SEO,92,No,3
T7D7CPHA8G,P7414903,Paid Search,533,No,4
65SIHEBWS7,O5369869,SEO,142,No,1
65PGIO0OPT,P5888658,Paid Search,108,No,3
R2JODE2VLC,O4479957,Referral,134,Yes,3
87JM2S1QZ2,P4154883,Display,62,Yes,2
FMN2F54JLA,P3392574,Display,176,Yes,2
DRQ1HKHGK2,P6001733,Display,566,No,4
K72N3WPTQG,O9439755,Direct,144,No,2
VZ5TXDQKQG,P2267001,Paid Search,68,No,3
M4XOHFEQVA,P4599586,Display,376,No,4
ZGHQC7PQFB,O1304457,Referral,155,No,3
4J6VX8PSNE,O3207692,SEO,128,No,1
CFRVSRY5CB,P7773110,Display,158,No,3
UCC1YMPHQX,O1375403,Referral,96,Yes,2
PEYTE2GSC5,P9843761,Paid Search,61,No,2
MAWDJL72FP,O5701286,Direct,90,No,2
DITANN7N1S,P2837366,Paid Search,147,No,3
3BTSYZX03U,P7879969,Paid Search,134,No,3
VWDUG2E0IC,P4878075,Paid Search,479,No,6
SVF8RL14NB,O5188702,Direct,126,No,3
MI16V864MW,P6684395,Display,87,No,1
DAR3JWFG4A,O2375051,SEO,179,Yes,2
QRQ1I3MUWQ,O2109916,Direct,137,Yes,1
AWJRJEMNAC,O7309755,Direct,136,No,3
KDPOC24P08,P8218386,Display,149,No,3
585LAYORU6,P5095264,Display,114,No,3
GV39VYPG15,O6237809,Direct,173,No,3
3U7NXWGXAQ,O8575449,Referral,169,No,1
J214O7PRH8,P1902666,Display,135,Yes,3
VZYDOMPDFS,O4398999,SEO,119,No,2
73QZ0I0I5W,P7237986,Display,142,Yes,1
QHX8CF31O0,O6501619,Referral,60,No,1
P3M8QSSMFB,O3342808,Direct,161,Yes,1
JBM8VQW73Z,O1756666,Direct,137,Yes,3
Q33P25EGAO,P4849537,Display,76,No,3
RW2J81X8TY,O6828861,Referral,72,No,2
55CSTXWRRM,O2220675,Direct,79,No,2
XW32I9QUC6,P5718698,Display,163,No,3
0T6F7GTBPB,P7290469,Display,74,Yes,1
CE5BJJ75HW,P1101836,Paid Search,167,Yes,3
NXMVBZK30U,O4307190,Direct,80,Yes,3
R6BBKVH01C,P1785491,Display,115,No,2
OWWP7EBW6A,P9380113,Display,161,No,2
Q58TMCW2JS,P4727436,Display,87,No,1
EJ9ZH8CR3I,O1300332,Referral,107,No,3
XJJFSN3QJ8,P8996770,Display,160,Yes,3
6E3CK65TDJ,P1607793,Display,149,No,1
XK7177L9QS,P2571001,Display,104,Yes,3
R3FOY38EL7,P2916628,Paid Search,142,No,2
LFM22L9V7N,O3401664,Referral,61,Yes,3
IGP7E3ZK5O,O7733476,SEO,78,No,3
N1QNFS46SE,O1391768,SEO,504,No,4
NNAWHZGS1V,O8591177,SEO,69,No,2
WANM4OYOU6,P2078833,Display,124,No,3
ERWCQ6CKUI,O8519272,Referral,98,No,1
9MP3FG2FCO,P8273896,Paid Search,171,No,1
ISCUKKUXXQ,O9060175,Referral,87,Yes,1
D86CD00YZU,P5824045,Paid Search,176,No,2
66D238ZHWG,P1087552,Paid Search,84,No,3
6D277KP7KQ,P3726359,Paid Search,107,No,2
TMIPIT0SCM,P7015711,Paid Search,170,No,3
26JNP8E3HH,O1912671,Direct,537,No,5
DCJF4082VX,O4796300,Referral,142,No,3
SOP3F6NDER,P7263634,Display,141,No,1
TFBG42FEB4,P9885437,Paid Search,67,No,3
MO071EPSKI,P6411853,Paid Search,126,No,2
ZQ60EMZ1B1,O7336868,Direct,134,No,2
IT5MM8UF7K,O6769047,Direct,68,No,1
Q76W23UDY4,P4176507,Paid Search,153,No,1
J3EAMW8A44,O8443774,SEO,552,No,6
5UJOL3YYNR,O3034789,SEO,169,No,1
NKW2ROJUQS,P2806992,Display,162,No,2
0BFEC9TBOW,P8392352,Display,179,No,3
6A37W0CRF8,O6595992,Direct,67,No,2
MHQDDXE5HZ,O6743756,Referral,121,No,3
XFAZTLGA1A,P8259987,Display,71,No,1
YYYJ1HCTOD,P2262679,Paid Search,63,Yes,1
VIR9TOHRZ6,O8549482,Direct,94,No,1
X7US39FH7B,P3462882,Paid Search,62,Yes,3
SLY8PMDE09,P4800983,Display,179,Yes,2
TAT1TISRE2,P4618653,Paid Search,69,Yes,2
6VYCHQ5QRL,P8966236,Display,129,Yes,1
NV9LMEBLD1,P6800480,Display,172,Yes,3
01FM1XKDR8,P3138406,Display,128,No,3
T6WU5N9OX8,P3704928,Display,168,No,2
Z0TGV5AGRW,P4696831,Paid Search,158,No,1
S2IOFGYLW4,O7853289,SEO,457,No,4
E10I6JYPCQ,P6634444,Paid Search,174,No,3
I6ISU8OZ08,O5182236,Referral,174,No,1
2FRD0BMNAK,P2166791,Display,113,No,3
B5CYS37389,O4121711,Direct,147,No,2
DC0NQ3Z0UW,O2609655,Direct,73,No,3
YWJI8ZR1PP,P7983294,Display,125,No,2
O39AB3TA76,P7480492,Paid Search,111,No,3
DXRN9HFJ4A,O9578319,Referral,124,No,1
I587285FJ0,P1988152,Display,342,No,4
R9GYSW6EHG,O6570193,Direct,72,No,3
YTZAKXHB5S,O2702215,Referral,124,No,2
YLAMBV1ZDQ,O4244552,SEO,130,No,3
9M90IUEHJB,P7627224,Display,119,Yes,1
8CM19LI4QA,O6436415,SEO,101,No,2
QXIMDE2U29,O8208175,SEO,152,Yes,3
UYIBZBUATE,O1165671,Direct,132,Yes,2
0Q3WKXWC8R,P1679997,Display,152,No,1
H37QSYZKPN,P4328216,Display,160,No,1
I87LUYCI6Q,O5244512,Direct,73,No,2
N50AFWV6D6,O8641228,SEO,132,Yes,3
TDAJLFX62R,O9851862,Direct,88,Yes,1
O90WO141IB,P6526289,Display,67,No,1
DKAF8VXOAT,P5410034,Paid Search,162,Yes,3
JKC295QD3M,P2488840,Paid Search,81,No,3
2JLY4GH2F5,O9103535,Direct,163,No,3
JKIX6Y20LD,P3127981,Paid Search,62,No,1
E5TAKG342E,O6110823,SEO,107,No,2
S8S3OSA7UP,O1292203,SEO,79,Yes,1
Z8TOBA5542,O2275187,SEO,153,No,1
U41SP21GOQ,O5392583,Referral,87,No,3
C19T72BRRS,O5541229,SEO,492,No,4
10CMUISKYI,P4457115,Paid Search,538,No,6
QAF8GZBVLD,O4326985,SEO,66,No,3
A1MPDWTYO1,O3212695,Direct,109,Yes,2
CPO98MJSDK,O2229450,Referral,61,No,3
D2D4VU95CU,O8676586,Direct,151,No,2
5JLW8GIGLH,P7550396,Display,168,Yes,3
30J5NTLO81,O5156188,Referral,575,No,4
YX3YG45ZXD,O3049090,Referral,68,No,1
EOSTUFBP62,P5477725,Display,109,Yes,3
2F6G8CONUQ,O6610813,SEO,134,Yes,1
6IZYLBE9TB,P1705373,Display,113,No,2
DQLKRW2HV7,O8023370,SEO,79,No,3
YAHYIX9H93,O1959658,SEO,147,No,3
SJ69FZTINL,P9488379,Paid Search,81,No,1
AXNJH0NCN9,P4407967,Paid Search,100,Yes,3
ZUPP36P533,O1538799,Referral,595,No,6
69Z08ZJG69,O5553908,Referral,60,No,2
HV04X5D7A4,O7997845,SEO,152,Yes,3
XP44C5V1B2,O5272169,Referral,67,Yes,3
CMXSLVFUHP,O7887904,Referral,576,No,5
L3ZB82N7ES,O1546733,SEO,102,No,1
8ZBSC4ENOZ,O5465673,Referral,84,No,1
GCEMJR3124,O7531431,Referral,73,No,3
D45XAM0NEG,P9379057,Display,166,No,2
QR9RIYD5G0,O1370852,SEO,169,Yes,2
3SG3HIDELR,O3832193,Direct,166,Yes,1
JLUCPZOC0C,O8888872,Referral,164,No,1
KGQV3B0TV5,P7327277,Paid Search,91,No,3
56O8DXX2T2,O1199887,Direct,70,No,2
E7S1UONLZP,P5743693,Display,153,Yes,2
S1SZCH3274,O6419159,SEO,461,No,6
5JJTFDXATH,O1985634,Referral,121,No,1
9KJACAQSZY,O8329715,Referral,169,Yes,2
98EFPWH44J,O3924172,Referral,159,No,2
RNHBANJ937,P3014326,Paid Search,304,No,6
QMD10HNLEE,O9875210,Referral,98,No,3
XIBRK9XCR2,O4725753,Referral,68,Yes,3
AS4QZ4Y9SB,O8206586,Referral,168,No,1
R3VDBWCIA5,O6834363,Direct,90,No,3
JX3JUQN592,P3462955,Display,118,No,2
3LM2KPA1V0,P8436356,Display,166,Yes,1
V4A3WTAHZ1,P9117963,Paid Search,505,No,4
J71ZNH6UQ1,P4838874,Display,173,Yes,1
B9OG4Y4MNO,P3663907,Display,96,Yes,2
G2B2ZSMASE,O8158928,Direct,140,Yes,1
0MCX87TXZ5,O6510645,Direct,149,No,3
UV90F4WZ83,P5728620,Paid Search,157,Yes,2
HNMXNMOA9B,P8640026,Paid Search,66,Yes,1
WJH9B2SYEI,O4836637,SEO,127,No,3
R7IYQNL02X,P4691963,Display,141,Yes,1
HJBQM1GIH4,P6066265,Display,101,No,3
TNZXUZ7HLV,O2686792,Referral,71,No,1
FNZFVRTLPV,P3636628,Paid Search,504,No,5
KMMAR9PE2Y,O8185434,Direct,333,No,6
3PHG6OGGC3,O8428402,Referral,62,No,3
MUCTQYO0YS,O1356485,Referral,61,Yes,3
GER39DAWZY,P6886675,Display,127,No,2
V9ONEAC4HP,O2831568,Direct,162,No,3
T48IDD91JU,O7469876,SEO,70,No,3
H0J5FPKV6O,O7896383,Referral,140,Yes,1
2KWTFY7570,P9180932,Display,112,No,1
GH9WR91WOI,O3406428,Direct,115,No,3
AXIH26G4XG,O9203834,SEO,84,Yes,2
RF7FPA7WZS,P5143086,Display,82,Yes,1
7I1MZTESO5,O1225823,SEO,465,No,5
IK0PKAY3GY,O1985294,SEO,114,No,1
36LDJ19YAI,O2855657,SEO,135,No,2
RJRYZRMYBS,P8004525,Display,533,No,6
8ICMWG9N63,O8408488,SEO,144,No,3
LMPVKCCLJQ,O6176420,Referral,97,No,2
JK9KGDL0FO,P1985750,Paid Search,162,No,1
ZQOAEE7R2M,O9355031,Direct,73,Yes,3
N0M6LXYMGT,O3857065,Referral,126,No,2
TNKJ8P6RX9,O6499438,Referral,351,No,5
RCRLR54ZAK,O6083503,Referral,84,No,3
F2VB3U6IC5,P2560051,Display,113,No,2
264ILPE2JQ,P8711326,Paid Search,150,No,3
4G3K587FDZ,P9879655,Paid Search,97,Yes,1
83VNDFUSJS,O1500455,Referral,60,No,3
OQWN5D7TKH,P7240898,Display,177,No,2
OT700NLLG0,P2579606,Display,101,No,2
KW2D0UJITS,O9074926,SEO,129,Yes,2
0Y61ZEWNJE,O9480309,Direct,137,No,3
2KS4IWRYA7,O7685890,Direct,112,No,1
7PXEXA3R6N,P4964406,Display,179,Yes,3
SANVQ0IY40,O5272914,Referral,127,No,3
1W77YZOA6T,P4637651,Paid Search,133,No,3
J5ZLDOVJK1,O5333703,SEO,116,Yes,2
VL5U6XLR2V,O8396526,Referral,369,No,4
Q60C57M832,O8666669,Referral,101,No,3
8SYEM6PCZQ,O6928729,SEO,92,No,2
HWZO7YICSU,O7160277,SEO,159,Yes,2
L7R5981ZDQ,P7304074,Display,98,No,1
2HUXL3479Y,P4973724,Paid Search,134,No,2
ZHVN63BNG5,O4572735,Direct,117,No,3
RHJH6NLRAN,P8222341,Paid Search,367,No,6
XBBH6AZE7B,O8993548,Direct,97,No,1
2C0N1DSX14,P4160615,Display,133,Yes,3
EBKUIPUK6Y,P1269133,Display,83,No,3
KKXXC5DCU1,O6593581,Direct,152,No,1
HHLJ3AFT0L,O6453635,Direct,366,No,6
IRPF8NFASI,O1523359,SEO,123,No,3
PGD4FIMHU5,P5995279,Paid Search,99,No,3
PGMJUP3JSC,O3553276,SEO,374,No,6
R4RBS5JZU8,P5188279,Paid Search,99,No,3
6PAEUOZRTP,P2164428,Paid Search,97,Yes,3
281OUCA8V1,O4120566,SEO,168,No,3
72LP099NWA,P1892193,Display,160,No,1
RV2OB3NOW0,P7110730,Paid Search,100,Yes,3
JXS3Y1668X,O7780423,SEO,94,Yes,3
OAGLH30NFY,O9086275,SEO,65,No,1
GL4HZ6UYL7,O7814774,Direct,130,Yes,2
KG9GN5R46O,O3901966,Direct,93,No,2
VYMW3425BC,O8191449,SEO,154,No,1
YOXJM5HN3E,P3624794,Display,87,No,2
T6QKSPXPVW,P8778316,Paid Search,124,No,1
1HPS1L0HYP,P8046577,Display,123,Yes,3
89FRF2RIPZ,P4636251,Paid Search,92,No,1
8O4N49Y6MW,O2206411,Referral,62,Yes,1
2YUOSZ8AFK,O4426405,Direct,390,No,5
SSMPDFXL8I,O3756044,Direct,141,No,1
5IQW8V85QZ,P9078890,Paid Search,98,No,3
WCOIXE8MMM,O8275966,Referral,126,Yes,1
1CLLQ0MXOG,P2859731,Display,111,No,2
A4N4E6B46Y,P7771179,Paid Search,168,No,1
2P70RC1WAA,P3048422,Display,110,Yes,1
BAZ3JK7V6A,O6402955,SEO,492,No,5
93SKB7NVV9,O7446764,Direct,116,Yes,3
7IE5FWH6RC,O9052397,Referral,101,Yes,3
FFTEYDX3GS,O3956991,SEO,110,No,3
KXG306OSMC,P9267301,Paid Search,84,Yes,3
ULF3KDIOYA,P8947117,Display,144,No,3
CX17AJO23Y,P4599590,Display,96,Yes,1
1L7VQH4Q83,O9765201,Direct,105,No,3
TRF0I10KU8,P3405074,Paid Search,176,Yes,2
0TCRPXBLKQ,O4781388,Direct,152,No,1
6FVSPVIGED,O1392226,SEO,98,Yes,3
9RDM2305S2,O9390334,Referral,108,No,2
GER5X10IUF,O5023021,Referral,111,No,3
HKNTCXOTF1,P5443276,Paid Search,110,No,2
J7AIBEG81V,P5652044,Display,88,No,3
UXLRIGVTFC,P2661879,Display,148,No,1
YJYOXDRLBX,O5691757,Referral,354,No,4
1X1UO2QNAP,P8782408,Display,139,No,2
557CCVZ89P,P4359155,Paid Search,78,No,3
NYIGJZGUDR,P6085307,Display,333,No,6
LF3GXBYPMW,P2302647,Paid Search,150,No,2
F6ITJLOVS3,P4973794,Paid Search,116,No,2
SYN803SW3U,O7061559,Direct,169,No,3
WJCELUW30L,O2283340,Referral,474,No,5
C3FTKP1FC2,O6251834,Direct,167,No,3
8KTJYNXJAA,P4026480,Paid Search,135,No,3
8R58B8DAFH,O6561853,Direct,152,No,3
KQNSX59SGO,P4540092,Display,84,No,3
3FPQVAYXDT,O3953069,Referral,428,No,6
CT6VN1X2RQ,P5752253,Paid Search,100,No,2
O20LDDZFDR,P2738282,Display,75,No,3
EMQHD9MGX7,P8528392,Paid Search,167,Yes,2
KZYSWQ31P0,P2490035,Display,110,Yes,3
SZALB66U5X,P5771467,Paid Search,439,No,4
ZDWTQN5IZS,O2166244,SEO,136,Yes,1
JEYKKBLVFP,O6987342,Referral,125,No,3
KMEMG77Z7I,O2164851,SEO,85,Yes,3
WNDIZOL462,O5387426,SEO,153,No,3
KF2BY5Q53I,P8001469,Paid Search,149,No,1
VH3CPT9HOT,P6270096,Display,89,No,1
MLSCOLFWE4,P6568209,Display,138,No,3
CUL0938RNU,P5818481,Paid Search,89,Yes,3
4SDYW3O1JE,O7389715,Referral,150,Yes,3
NYM8W7HQQF,O8152410,Referral,100,No,1
BXBLH6P0GH,O3305733,SEO,426,No,5
E1JQ232V6M,P1525676,Paid Search,486,No,4
CK19EVOKTK,O4220577,Direct,129,No,1
SGQQT6Q3HB,O9497332,Referral,91,No,3
IBNYY0YLK5,P8857343,Paid Search,74,No,1
ES0L4VZNRU,O4632591,SEO,141,No,3
FG21FU1U6J,P9590388,Display,121,Yes,1
V6HMSP7I7I,P7921206,Display,178,No,1
CERBL7GJR8,O9845143,Referral,158,No,1
Y2SJT0ADF7,P7495999,Paid Search,132,Yes,2
5G5AIEYE7J,O1143847,Referral,112,No,3
VQCGLDVA8J,P1459473,Display,138,No,3
QABZQVO53P,O3833164,SEO,107,No,1
EDFHDUM9PI,O6090180,Referral,68,No,1
K7PY23621Z,O5741753,Direct,113,No,1
SSENC9EHMS,O8790162,Direct,162,No,1
L906WKPUB2,P8294871,Paid Search,62,No,1
4MJMLAKV84,O1905576,Referral,158,No,2
A5WXEUF3O3,O5102663,Referral,514,No,4
X2X60YVF5E,O6307610,Referral,164,No,3
2244YTOLZI,P4222817,Paid Search,67,No,2
GI54IYRLV0,O2943789,Referral,162,No,2
KROORRPFW7,O2979008,Referral,548,No,4
KVYR8FDZN4,O6474225,Direct,124,No,2
G6RUM4F8K7,O5444190,SEO,69,No,2
J1R98I0ZCW,O2445724,SEO,95,No,1
S9S3OSF3GT,O2431628,SEO,137,Yes,2
S2DW0UVXYD,O8697761,Direct,80,Yes,1
JQA905FHP2,O2113078,Referral,81,No,1
GFVXTWMBZ7,P9311113,Paid Search,72,No,1
KYN37VD3PM,P1458125,Paid Search,107,No,3
6SGVWY6KBM,P4920606,Display,154,No,3
6DAFBVEC3I,O9254203,Referral,67,No,3
V63TM9P91Q,O8114796,Referral,88,No,3
6SRZZEIEVC,P2029943,Display,95,No,3
9ZUP1LYN90,P4094905,Paid Search,127,Yes,3
570CL73YPV,P3979720,Paid Search,65,No,2
2371C7FOW6,O9099687,SEO,154,No,2
L1ZMVTH0VH,O3283685,SEO,303,No,4
XXKFFGMMGP,P1836508,Display,502,No,5
P2FD8EY3XD,P3649773,Display,169,No,1
KJ23AD1A9D,O6203763,Direct,134,No,2
B2LYZU6UON,O4638979,Referral,115,No,1
U7YA1HD83C,O3998036,SEO,112,No,1
H1ZOBNMSW7,P5369979,Paid Search,135,No,1
JUMMYXZLQO,P9045465,Paid Search,175,No,3
XTI5N2FE2B,O2055981,Referral,111,Yes,1
DK9TAFA687,O7343232,SEO,70,No,2
SMHUVQA86W,P7878455,Display,110,Yes,1
141LQADODD,P5047278,Display,137,No,2
HA9LBXW3DT,P5629752,Display,71,No,1
70T0XR2A1J,P6914413,Paid Search,174,No,1
UITFP7AMQW,P5820110,Paid Search,69,No,1
M9L8ZC78U7,P7670726,Paid Search,106,Yes,3
NZBR4NU3CS,O1758436,Referral,84,No,1
95EW137JN5,O1563799,Referral,116,No,3
SZBZAJK1BF,O9300706,Referral,70,No,2
RF55Z7YJD0,P9738804,Paid Search,88,Yes,2
L7VFUH4FLI,O4868396,Direct,110,No,1
PBD0NW9P0O,O6446591,Direct,117,No,1
3O2U6TOB3C,P9762489,Display,69,No,1
QVFH5DOVAD,O6117068,Referral,505,No,5
PJWX6E7XXM,O2668606,Referral,95,No,2
XIPUSRH3F0,O7598559,Direct,133,No,1
AWW6A59I9H,O6554707,Referral,139,Yes,2
THW32XCQ1R,O4266780,Referral,98,No,2
XJIPL15LCD,O6218098,Referral,122,No,2
50KZ41URSG,P6599813,Paid Search,172,No,1
6HVXEX6UU4,P7192115,Paid Search,73,Yes,2
W8TUPQW23U,O9749898,SEO,367,No,4
B0CN24MWZ5,O6397222,Direct,164,No,1
MAPQWGNOYN,P2131518,Paid Search,107,No,3
9LPOOTU79J,O6184630,Referral,90,No,1
DZ3G44WNSC,P8090947,Display,139,No,2
IM6UCCZYMC,O3697933,Direct,134,No,1
FEBFK8UFE2,P5638341,Display,142,No,2
GKCQ791UDP,P4199524,Paid Search,584,No,4
H9XWMCFOLO,O7186449,SEO,135,No,1
TZ0HP09JPZ,P6182239,Paid Search,107,No,3
RAAX2IJKDH,P2976319,Paid Search,527,No,5
WH1NCJ08GH,O6534651,Referral,77,No,1
VKMLNSAV3N,P4711265,Display,124,No,1
R045A9ZZ38,O8872716,Direct,103,No,1
L7W19CC971,P3752540,Display,87,No,3
HAR9BH7VTF,O7453661,Referral,361,No,5
J5VE9JLKZ2,O9836346,SEO,152,No,2
BA9G6417N8,P1705590,Paid Search,126,No,2
7WP6FE1IT2,O2849114,Direct,100,No,1
DWNZ7PMGO7,P4857392,Display,148,No,3
5YAACFKM09,P6863133,Display,136,No,3
I54RUU0V7T,O4846775,Direct,179,No,1
AXU13F74K9,O2720702,Direct,62,No,3
BQ1TOVHDYB,P7457751,Display,114,Yes,3
MCXXLIW0L9,O1328601,Referral,142,Yes,1
RVVIQL7AM4,P4022886,Display,113,No,1
ZD9D7Z9KP7,O5939284,SEO,172,Yes,2
KC6J8QDLOL,O5207755,SEO,135,No,3
