SessionID,ExposureID,TrafficChannel,SessionDuration,Bounced,PagesperSession
8X4L5GYNEY,P3651341,Display,161,Yes,3
KKG3A10HDK,O7481613,Direct,101,Yes,1
Q65FK2XXWE,P8558304,Paid Search,81,Yes,1
LHZIS2M9P3,O2722020,Direct,149,No,2
T86SK97H4X,P3291617,Display,120,No,2
6HLUUA1I3Q,P8363504,Display,86,No,3
SQDHARHXVC,O3034142,Referral,68,No,3
P2ZD253ZX6,O6080198,Direct,116,No,2
9N0XGWB58H,O7931703,Referral,172,Yes,3
2G3JPHXFFM,O4331623,Direct,528,No,5
8N8YTZ1MVD,O8432274,Referral,85,No,2
KJDLPSYZ1E,P2879793,Paid Search,78,No,3
0T6Q8M94RR,P8384706,Display,100,Yes,2
P2YCL18O7X,O6120298,Referral,85,No,3
MKZCVFF6DJ,P4616026,Paid Search,100,No,3
WPEUUOHTFD,P9000645,Paid Search,72,No,3
87CW3MNXGQ,O2293798,Referral,168,No,2
ROUBAEML42,O4151693,Direct,82,No,3
XMEWTWMXJ6,P1230286,Display,132,No,3
9BWSS1FC4X,P9605399,Display,150,Yes,1
V730394B7C,O5475284,SEO,129,No,3
B0TR1FXG1V,P4742627,Display,86,No,1
M1Z1Z2REGK,O4543658,Referral,68,No,1
BNIGMMPTB5,O6333235,SEO,170,No,2
AEEALRGV65,P7303899,Paid Search,150,No,1
KV21K4YTHN,O4224915,Referral,118,No,2
Y8W3K4KUSV,P4291434,Display,75,Yes,2
AHU61KLW41,O2741839,Referral,142,No,1
PNOXE6ZMAB,O8474534,SEO,172,No,2
NBRPB93EHL,P7805216,Paid Search,158,No,2
T04L32OD1D,P9454417,Display,102,No,3
YFETA7057V,P2134837,Display,140,No,1
1V92YF8EUX,O8041386,Direct,62,Yes,2
0N71UDRTNT,P8908175,Display,166,Yes,1
HEQZ2UNAQ1,P5257688,Paid Search,92,No,2
7OCQP0NNRH,P4442495,Display,79,No,1
9H3HOQDDKK,P4161735,Paid Search,157,Yes,1
ENE62NZKSH,P1573276,Paid Search,136,Yes,2
3CJ1WJ3TDP,P7439662,Paid Search,73,No,1
5B0GMWK51N,O4192993,Referral,156,No,3
MBVJULL4UG,P4345989,Paid Search,413,No,5
ROBYWV3LQ7,P7085535,Display,91,Yes,3
198Q109MN9,P1974334,Display,85,No,1
7AIDVOHD3P,P3576271,Paid Search,129,No,2
EKQEFCIGY0,P4527178,Paid Search,165,Yes,3
0QQMI882RY,P1920450,Paid Search,179,No,1
CWWA1LE0AY,O8814569,SEO,443,No,5
2E3UQ9LF9G,O5959922,SEO,127,No,1
Q6APWXR9SL,O5799028,Referral,173,No,1
5I2JSSY8VM,P6447615,Display,119,No,3
XUD3LFSSI7,O8442316,SEO,169,No,3
C4KXL739SN,O5026000,Direct,150,Yes,2
94F8GRIXA7,P7269678,Display,76,No,1
55J1VF5BF0,P7111592,Display,96,Yes,1
8YRO2PA8BI,O8082598,SEO,136,No,2
BM1PAYVRJM,P2134882,Paid Search,120,Yes,1
TATV08NO0N,P2290362,Paid Search,338,No,6
2VAQY7WU8K,O9393588,Direct,87,Yes,1
3L5B86N9NZ,P2792007,Paid Search,80,No,2
5RO2PY7L6G,P7826722,Paid Search,164,No,1
URCH17TRKA,O6617612,SEO,100,No,2
F8JCSXVRCM,O5547553,Referral,68,No,2
JTIGXMGEKV,P7253670,Display,73,No,3
FTGOYT8LAI,P3901885,Paid Search,110,No,1
D7S93WKBC5,P6690063,Paid Search,179,No,2
EXTTAXOSRB,P5837188,Display,165,Yes,3
7OI0NK4WD6,P4467781,Display,60,Yes,2
59N9WAI4F0,O6778819,SEO,161,No,1
F7Y2XY4JAZ,P4347653,Paid Search,157,No,3
Z4WM8Z0Z0X,P7363224,Paid Search,64,No,1
Z62NWLR5HA,P4446692,Display,121,No,1
DTBFVUG1SN,O8480065,Direct,147,No,3
P4OMDZSYB6,O9973084,Direct,590,No,6
JCIP965VKV,O8496353,Direct,80,No,2
9GMH5F8UR0,O2496060,SEO,123,No,3
Y1J9QKLM7P,P7680289,Paid Search,164,No,2
BX2JMPIWRL,O1863579,Direct,166,Yes,1
P9MD6VBJB6,O4287263,Direct,111,Yes,1
I8PUL9BS3B,P9864207,Display,172,No,1
CC09RM382G,O1088259,SEO,174,Yes,3
M3WZ25Z5CT,P8340950,Paid Search,141,No,1
L1JUC80LLV,P1725894,Display,136,Yes,3
AV1IEK1R1L,P1471580,Display,175,No,3
OO31CEBDU7,O5934142,Direct,100,No,1
QY4BY05D44,O4500124,Direct,155,No,3
1NPC3S3QNO,O4171922,Direct,162,No,1
MH9G55F2NP,P9254177,Display,129,No,3
WFGI5RK22I,P4977275,Paid Search,122,No,3
30UFHYRIAJ,P7390072,Display,95,No,1
J6ZEMEKY70,O6395203,Referral,140,Yes,2
GMHAG8NOHZ,P1916225,Paid Search,164,No,1
A6UU7LG289,P8631659,Paid Search,65,No,1
HQDD091MF5,P8030125,Display,175,No,2
3XCZ7FIEEQ,O9890008,Direct,165,No,2
O4S2V06A72,O2260070,Referral,88,Yes,3
1GD5L8NR79,O7641446,Referral,170,Yes,1
YVOZYOO9LP,P8277621,Paid Search,138,No,1
W8WS84QBY1,P2960107,Display,82,Yes,1
ML9O7O1242,P1888828,Paid Search,85,Yes,1
7TC06PQ5IL,O9259959,Referral,108,No,3
WP3I1ECKXR,O1769960,Direct,84,Yes,3
6QKLZCK868,P4758394,Paid Search,172,No,2
NGBCIMWLI2,O4848718,Referral,146,No,3
FW56JACKJT,O7572677,Direct,123,No,3
4JDEJCEPSU,P7481866,Paid Search,70,No,2
RWTCCZZM3M,P9859197,Paid Search,91,No,2
BH9L9WB4US,O8839840,Referral,122,No,1
20741BC37P,P6365486,Paid Search,91,No,1
GV7XSGQG6U,P4128320,Paid Search,76,No,1
NFQBRIWCT7,P3619845,Display,75,No,2
6H3XH1ZL3I,P5122741,Display,154,No,2
BDK6RUG5IQ,P6776633,Display,138,Yes,3
2I77IURT4X,O8564342,Referral,154,No,2
00O9ILLE4O,O9447190,Direct,76,No,1
ZKR60NG0SC,O3047928,SEO,112,Yes,1
EYAE85GMBO,O4923174,Referral,163,No,3
5QZIYTW4F3,O9465115,Referral,145,No,2
IMHIILE2R6,P5814430,Display,97,No,2
7TSRAV1R3S,O2128701,Direct,154,No,1
QFQ0SVJ1QY,O5624559,SEO,77,No,2
D1VTAU1EPH,O1187450,Referral,122,No,2
5FBKHK8TYO,O5862636,Referral,92,No,2
WSJTERM4QJ,O8317010,Referral,91,Yes,2
87CO5P4UMU,P3445824,Paid Search,146,Yes,2
4AAXHYW8KW,P1883196,Display,431,No,5
VXXUAOGWOO,P6504820,Paid Search,131,Yes,1
O0DWUGOSYB,P3841398,Display,109,No,3
0UCSIN62J8,P5909526,Paid Search,110,No,2
AIP7CIY5R7,O2380972,Direct,133,Yes,1
X8MH54X9OU,P5505590,Paid Search,77,No,1
HM75KA6W5K,P3728016,Paid Search,172,No,2
FELZ44LGL9,O4016472,Referral,78,No,2
9BIYW30I7A,P5661140,Paid Search,171,No,3
9ZRRNP0L9S,P5673509,Paid Search,161,No,1
55QU7N632X,P7944818,Paid Search,85,Yes,2
PAANEMX4OV,P1814368,Display,60,No,3
FPVJRVDK7K,O3979425,Referral,131,No,1
PIT23A7SOP,P7185339,Paid Search,173,No,2
QM95L5FE4C,O3531168,Referral,124,No,1
N3YKNAMCIR,P6347087,Display,65,No,1
1DWHDFTO54,O9222350,Direct,175,No,2
AMKBLVPBNI,O9425523,SEO,129,Yes,3
PZLW371R07,O3260862,Referral,108,No,1
XDML105GAW,O9933110,Referral,597,No,6
G4DOQTCE51,O6055083,SEO,92,No,3
NWWHEGUE21,O9812157,Referral,169,No,2
3GOZVUUDDA,P1232778,Paid Search,80,No,3
QM378H3G3R,O2378706,Direct,139,No,1
V050XNDTQG,P6606636,Display,124,Yes,2
Y301PP1NV0,O3171330,SEO,122,No,1
10S4HQ4VKT,O1472271,SEO,127,No,3
UNRUVPC5RN,O8665733,Direct,171,No,3
K0TOAAL7XI,P9039847,Display,124,No,1
116QDL0XI3,P5707459,Display,161,No,2
5669ALO8F7,O1636779,Referral,135,No,3
Y3A4653KVQ,P6656869,Paid Search,168,Yes,3
A9T4NMZUJ6,P2253113,Display,76,No,1
150SEV17JU,O8799622,Direct,86,No,2
RXCXWRGRXS,O2790018,Direct,143,No,2
DES05GRDWR,O6049897,SEO,94,No,3
4M1REBZVY9,O1849686,Direct,78,No,2
Y6EZ4TN2GN,O8710113,Direct,138,Yes,1
YYJ2QAHNWV,P1060126,Display,132,No,2
CPRN9F6WN6,O7697101,Referral,70,No,1
1G3B4H01PH,P8704757,Paid Search,93,No,2
4LC8YHCK66,O5296556,SEO,141,No,3
GGF4X8U19Q,P7312896,Paid Search,138,Yes,1
NBNSMCTZCF,O3557152,Referral,143,Yes,1
O5XFFCS6A2,O3071473,Direct,99,No,2
B35GS7SNRR,P6991860,Display,68,No,3
I5XSL7V053,O3914927,SEO,112,No,3
SX8M18Y7QC,O8690214,Direct,65,No,1
A22YHKZ2I6,P6356374,Display,105,No,1
K61NS6LK1S,P9746260,Display,88,Yes,1
RWDJ9969KE,O7513849,Referral,123,No,2
IPTTW2GREJ,O4759429,Direct,154,No,2
YMUIZ7MC5G,P1396360,Paid Search,123,Yes,2
2BAEOS20QN,P8768196,Paid Search,126,No,3
7QW4657HUH,P5418003,Paid Search,169,No,1
2LRKXZ2J7U,P2988111,Display,74,No,2
PRJAQUV0LP,P6861438,Display,101,No,2
R09ZDKXLAR,O5382789,Direct,158,No,2
9827TJJMHT,O7499205,Direct,376,No,5
LX9BYPJIWO,P4206298,Paid Search,87,No,2
XBR73O7AH7,P4306397,Display,70,No,3
U2FBXKDWQC,O1834664,Referral,68,No,1
YJWYFBTOCM,P4328402,Display,146,Yes,3
YGYQQCLZUA,O4454350,Direct,80,Yes,2
86IW6W189I,O5802156,Direct,160,No,1
N5BK97RLAU,O6846074,Referral,158,Yes,3
VGULON39NS,P2727695,Paid Search,114,No,2
NSET51BYBI,P9469486,Paid Search,107,No,2
86DEJ07UH9,P9420799,Display,116,Yes,3
XBYCLD95PV,O1110907,Direct,162,Yes,1
1CFNR5IZXP,O7889757,Direct,82,No,3
DCK7BVPLA4,P6639283,Display,145,No,1
QTTGMZGTXK,P5734396,Display,99,No,2
93JGAF59AN,O4964670,SEO,139,No,2
7ORO9M23R7,P7006145,Paid Search,66,No,1
MI3F6UVJ69,O9122700,SEO,128,No,3
27C9D4AW8H,P5756031,Paid Search,142,No,1
GUDV91S0VL,P8385460,Display,149,No,1
EXDTEZUMK8,O5582117,Direct,86,No,3
0HBGPF1HBH,O2768377,Referral,102,No,1
K17IKQ0HHN,P8418976,Paid Search,139,No,1
X0TKT99W5K,P2310385,Display,123,No,3
J075B1LXKR,O4122425,SEO,85,No,2
QM7HK3NL3Q,O2971716,Referral,83,No,1
PGKDUP90FY,O7563791,Referral,75,No,2
NPAN8FQ3CL,P3892585,Paid Search,66,No,3
ZX5PAP5EAQ,P5051941,Display,160,Yes,3
GHIKAVPAIB,O1487216,Referral,109,Yes,3
RLPKNMM2DA,O1245507,SEO,133,No,2
VJ418G3G2B,O8712893,Direct,99,No,3
GYEHKZQT9G,O7127896,Referral,106,No,2
VSZTZKCSWF,P5999531,Paid Search,74,No,1
X43OEEDBAA,P4925642,Paid Search,141,No,3
IVRZH0CS8A,O2699060,SEO,72,No,2
O6FAYWZNBG,O4823862,SEO,70,Yes,1
PL6ADAL0OH,P6535396,Display,167,No,3
08PYJ1KTMZ,O5350305,SEO,80,No,1
410E0P1J19,O4190425,Direct,154,Yes,1
X7BCGZJH5D,P1236925,Paid Search,77,No,2
WX3GCG6NPG,P5472008,Display,103,Yes,1
FA1XBRBE3C,O6530502,SEO,72,No,3
C46E8XCNUW,O7598706,SEO,93,No,3
AR288SFAN8,P8761407,Paid Search,84,Yes,2
XSGR039VC1,O3902125,SEO,175,No,3
FOKER3KJF6,O9633128,SEO,397,No,5
YZ2EI1MBDH,O1331076,Referral,67,No,1
4G53HX5O02,O6460525,Direct,175,Yes,2
A8T7Z6I8PJ,O9126244,Referral,136,No,3
PB2BQVLU6L,P6005744,Display,177,No,1
XD0JLS8N2R,P4868962,Display,134,No,2
VA6YPWLU70,O2283756,Referral,94,No,3
HZNIZONCG3,O5314360,Direct,524,No,5
46YFAWIIJ6,P5528228,Display,80,No,2
V5PV0GDZPC,P9517325,Paid Search,117,No,1
UMVEV47TEO,P8971761,Paid Search,110,No,3
B4BO3N8A01,P7688776,Paid Search,97,No,1
X68ZTM8ARC,O4354001,SEO,131,No,3
IWGVOSD2K8,O2644155,Direct,105,Yes,2
F1US3WWFE5,O7120378,SEO,104,No,2
J7073QAZ3Y,P6588469,Display,167,No,2
B91J6VEL8Q,O6043566,Direct,77,No,2
YRJWG2W4B9,P7215880,Paid Search,174,Yes,3
A1BWWRCG3C,O2712105,SEO,143,No,3
T0Y5L96PPA,P3209160,Paid Search,67,Yes,1
ZV68C2TK5C,P1093870,Display,169,No,2
AXV940EGJ2,O3190026,SEO,132,No,3
PPOFITC833,P1947214,Display,101,No,3
Z3GTFCLOYR,P1565834,Paid Search,78,No,3
TB54XHZQWN,O6721536,SEO,130,Yes,1
K7W6VT5IH8,P9012676,Display,136,No,1
9UMQP7SEBS,P3993010,Display,88,No,3
OXLYUO28YU,P9265627,Paid Search,111,No,3
WKRG8DYKWM,P3530479,Paid Search,145,No,1
4F2YP37E56,O9251721,Direct,120,Yes,3
1OVOHPYFRE,P3213792,Display,151,No,2
Z9BORLAEFR,O5807176,Referral,115,No,2
AZ697X8URR,P8247152,Paid Search,87,No,1
291Z4P3B3H,O5602213,Referral,140,No,3
MTVEWDKH1Q,O7750839,Referral,145,No,1
GWUT8CS1OZ,P5501510,Paid Search,108,No,1
TM6J5REFT8,P4295729,Display,161,No,2
VI32WD6FP7,P3371940,Display,178,No,2
VOUN6DNOYV,O2928846,SEO,74,No,3
DC2E2YARAA,O9378898,Referral,111,Yes,1
HN8O53CTCZ,O9470341,SEO,70,No,1
T4X0JKWTDC,P5754887,Display,116,No,3
RULSRVEAUR,P1115193,Display,476,No,4
LUD2K84X65,P9164867,Paid Search,64,No,2
KLOKUFED5O,O6888721,Direct,161,Yes,1
6SHJTIL35N,O7610623,Direct,89,No,2
TX555IZ2AF,O6342863,Direct,84,Yes,3
K30D7TB62B,P7272006,Paid Search,177,No,3
QK5PQYMNHB,O2624848,Direct,77,No,2
C3Z41LGZV1,P2070871,Display,80,No,3
1M1S7XERSO,P3125734,Paid Search,134,No,2
IX12A1ZUBQ,P4214553,Display,88,No,1
IQYM7ZVPPW,O7380276,Direct,474,No,4
5YW9BS9LTS,P9633339,Paid Search,153,No,3
1V7WI44UT5,O8181141,SEO,122,No,2
JQGEJE21RD,P1985150,Display,158,Yes,1
0TB6OSQHDW,P8308685,Display,122,Yes,1
LOQAFLN1P9,O2481198,Referral,160,No,2
PIOJFBZBEH,P9606930,Paid Search,178,No,3
6XTSV1Y0DT,P2774628,Display,166,No,3
Y5BJYMVSZP,P1627970,Display,142,Yes,2
3EXPBL29JK,O1046650,SEO,141,Yes,1
NTWULQNCZR,P5207847,Display,138,No,1
KFPK2B6NFT,O9818620,Direct,96,No,2
RMYY9EZ6DU,P9866727,Display,114,No,2
TUR0C8F5WX,P5836628,Paid Search,593,No,5
9LYFSNLCJA,P3820114,Display,123,No,2
R01356BENR,P9705586,Display,156,Yes,2
I1PNC7MU2R,O2309735,SEO,164,Yes,2
0DWLS9PF0J,P7795192,Paid Search,173,No,3
CH2FKFHJCC,O3509435,Referral,173,No,2
0ECU9EJ9X4,O1481112,Direct,338,No,5
RZ68SYMH5E,O4779296,Referral,133,No,2
L5XHW9393O,P5796323,Display,113,No,1
WHAU3VHSHZ,P1927621,Paid Search,83,No,3
CRG1MSWO98,P8724562,Display,97,Yes,1
L1M7KC52OW,O9316943,Referral,150,Yes,3
61X7XCRD4R,O7203625,SEO,65,Yes,1
5N9VEGNEEW,O6522616,Direct,114,Yes,2
LZDUK1LH35,O5003611,SEO,65,Yes,1
EU88CRFM0X,P8585077,Display,94,Yes,3
ZYQM075LD6,O4097028,SEO,114,No,3
W0UKKVS7TQ,P6901069,Paid Search,69,No,3
24MWTCDUH1,P1016112,Display,89,Yes,2
AKP3E5DI8G,P2025382,Display,123,No,2
SF45C3XFLN,P7663279,Display,170,No,1
Q4OEO1RLMT,O3189517,SEO,74,No,2
EQPAKG6FST,P9328134,Display,128,No,3
MTRAQR3NAN,O6241793,Direct,144,No,3
I5O8PKOBAI,P5080033,Paid Search,112,No,3
668Y9EY9ZJ,O1675755,Direct,416,No,6
L50MMOYUTV,O5472564,Referral,92,Yes,1
W0E3CEQAF0,O7671191,Referral,75,No,1
YRT8DTY0F3,P7204886,Paid Search,169,Yes,2
ITW6Z8FEQJ,O6654625,Direct,70,No,1
8YW07YXU0M,P5527178,Paid Search,146,Yes,3
D48NX48APQ,O3311705,SEO,109,No,2
0AMC295L8K,O2312845,SEO,108,No,2
SDL8B437KA,P2561042,Display,69,No,1
75RZ9KSG4W,P1707532,Paid Search,88,No,3
6OUANVIHKO,O3215298,SEO,135,No,1
M8GYV810S4,O1237470,Direct,85,No,2
GTVHTZ2J3L,P6398191,Display,156,No,3
MCSZKS63TH,P2456414,Display,70,No,3
ULYPUCXX49,P4539470,Display,151,No,2
XOLS2P68EC,O5642359,Direct,169,No,2
TJ1OQH6QD1,P3353491,Display,130,No,1
5ZTPZT225K,O8125495,Referral,170,No,3
3HM2GEU1ZR,O5916606,Direct,176,No,3
BBDJFTB2Z6,O2282074,Direct,74,No,1
8LLJUI0X01,P4009095,Display,166,No,2
CH6PFB6KV1,P8276844,Display,102,No,3
S4ADGH11SP,P2020940,Paid Search,85,No,3
M7LKPSF4X5,P5084373,Display,126,No,3
2DTWL4V4W2,P1905248,Display,138,No,2
SU7FC6KZ5S,O3293634,Direct,174,No,1
X7MD25ML6G,P7157287,Paid Search,114,No,1
MJ9DG79WR0,O7560195,SEO,160,No,1
MYYLT1U3WS,O7828755,SEO,66,No,1
37R3RNFQYK,O8461503,Referral,145,No,2
A3L4H4Z1KH,O5546369,Referral,134,No,1
31U1SOMJM5,P9038331,Paid Search,176,Yes,3
ADUF42CC6X,O9779888,Referral,108,No,3
E9A7X0Y2AE,O6529705,SEO,162,No,1
OT4KW0N16Y,O4575951,Direct,142,No,2
X9H0XK0WJO,O2631523,SEO,139,Yes,1
PPYUK3IHP9,O1097552,Referral,109,No,2
9SYM4OIAMZ,P4451499,Paid Search,66,No,2
H4QJY17XWK,O1900318,Direct,166,No,3
4RR7C8K7X3,P6666454,Paid Search,125,No,2
1QJVQNXS4C,O4957328,Referral,161,Yes,3
LEIQ8Z6TSW,O3960746,Direct,153,Yes,3
TJU9X1SLIC,P4971252,Paid Search,74,No,3
TUPD1353NP,O2720511,Direct,164,No,3
UCSU55RGA8,P1527687,Paid Search,108,No,3
NGW7DG0WMY,P6716780,Paid Search,91,No,1
Q2DWXO9AYB,O8662417,Direct,166,No,3
XISRHL581Z,O6177546,SEO,80,No,2
JAFMHNL64C,P1737299,Paid Search,177,Yes,1
RZBF36IYJY,P8394726,Paid Search,80,No,2
CRDI887OTL,O2089627,Direct,391,No,5
7NRMLM84OQ,P2609515,Display,127,No,3
0NKKCGTCRJ,P3822166,Display,91,Yes,2
SN6VMBPQ9P,P7768845,Display,75,Yes,3
WHDDQ0BBVH,O8719255,SEO,92,Yes,1
MNYZKZTC1M,O3680387,Referral,122,No,2
HXM5BUDFT7,P5250243,Display,134,No,2
9XD9DFE388,P5253850,Paid Search,106,No,1
KT53KZCSHP,O7221192,SEO,119,No,3
LGFGTDVG6M,O3416604,SEO,98,No,1
2KF40MPW4L,O4175268,Referral,97,Yes,1
M6COWSJ0KP,O5160946,SEO,72,No,2
70F0UQVOIS,P8593676,Paid Search,63,Yes,1
6B0IUJVOHL,P4489594,Paid Search,116,No,3
RHFQCOCT7A,P6797357,Display,132,No,3
3Q38D3WY1D,P2069146,Paid Search,167,Yes,1
818PWYAHG3,P9592008,Display,142,Yes,1
WRYE8LKW8Q,O6198620,Referral,61,Yes,1
EFZL2Q53L2,O8904923,Referral,174,Yes,1
OJC0ARTYBW,O9998653,Referral,121,No,1
T9MQX3YOTV,O1964810,SEO,62,No,2
XJ24LBQMRK,O3464236,Referral,353,No,6
4APYNYJF5G,O6119395,Referral,143,No,2
6G4S8WZC5W,P3438230,Paid Search,99,No,2
IN76IVPUG3,P9504808,Display,134,No,2
KB8AK8Y5DT,O9386960,SEO,159,No,2
0OB6G6BZGZ,O1273674,Direct,130,No,2
1WBZ65SY60,P2179898,Paid Search,129,Yes,1
TIB0TU6FMA,O9849851,SEO,69,No,1
P83K6F14HL,O1890663,SEO,149,No,1
6QHEYZV4Y5,P2997405,Paid Search,161,No,1
0AEG051BT6,P2137968,Paid Search,76,Yes,2
K43R58O2II,P9695028,Display,129,No,2
2ZU8Q69O14,P4978601,Paid Search,144,No,1
0O8WRGABA3,O7769200,Direct,101,Yes,2
Y0TG1K27HV,P5869393,Display,85,No,1
GTKBIHQ4JA,O2487455,Referral,138,No,2
TN4Y4WTNE4,P7959886,Display,100,Yes,1
YTZ3DWWFF6,O5358373,Referral,532,No,5
81DUNJ9N9L,P4913725,Display,66,No,2
LL5I7PJGG0,O6367718,SEO,155,Yes,1
R8LSXWKF4I,P2890370,Paid Search,89,Yes,1
FHKPSMBMRS,P1370366,Paid Search,139,Yes,1
WRL149W2K1,O4512246,Direct,84,Yes,2
ZLEMRFTQMU,O1707265,Referral,126,No,2
3ENKZ0OMOJ,P4110345,Paid Search,125,No,1
9N9774MHZO,O4005972,SEO,457,No,5
2JOWFA1L5H,P2280961,Paid Search,123,No,2
ETEPNPXHCP,P7977608,Paid Search,130,No,2
YGZAVTS801,P8179124,Display,109,No,3
40F6472PLV,P2880507,Display,88,No,1
8MNAHZB0F6,O1097514,SEO,75,Yes,2
QN82PELUWW,O2851692,SEO,82,No,1
JESV7G6GS5,P5695157,Display,176,No,3
EA5AGB0GX4,P8571545,Display,80,No,1
F4PWEC2TU1,P4800336,Display,138,No,1
43G685DRXD,O8944057,Referral,103,Yes,2
WEZ93CN251,P8077490,Paid Search,150,No,3
2OZ0CRUZLZ,P5562200,Paid Search,95,Yes,3
V1QAIMRNIU,P8771253,Paid Search,155,No,2
MTN7ZP0S6Q,P6374505,Display,156,No,3
LQ274HEZZ7,O7140227,Direct,523,No,5
CKXL36NUHE,O2195775,SEO,155,No,1
RFA3GSE5CI,P6229246,Display,540,No,5
LBAC9BX1RV,O4565260,Direct,128,No,1
U97TIHPKQO,O6858407,Direct,75,Yes,1
XK8L1MU5D7,P8220178,Display,171,Yes,3
DU3J9WBMF8,O3257472,Direct,154,No,1
NT540YQWJ7,O5336030,Referral,111,No,3
HJZOJ3ATPE,O8114733,SEO,142,No,1
46IIOEX1MT,O7124032,SEO,128,No,3
IKCFLHD7BV,P7118386,Paid Search,65,No,3
27841B1V63,O8534055,SEO,79,No,3
DWJ8EVS2WU,P9589935,Paid Search,96,No,1
MERXTJ27GD,O9002254,Referral,161,Yes,1
1OMDDYZEJK,P1817904,Display,80,No,3
NYXOH3KJS7,P1474450,Display,155,No,2
08YZANXYKG,O5301105,Direct,123,No,2
L0P4YGJ4XX,P4881032,Paid Search,162,Yes,2
VQAZXL9XM2,P7220160,Paid Search,69,No,1
PBWTH4M3W7,P6819202,Paid Search,154,No,3
RHQXYYUOZQ,P8026877,Display,173,No,1
E2701QAIB7,P4609727,Paid Search,120,No,2
L6HJ6PWZ25,O5977142,Direct,162,Yes,3
WUL8616R60,P1133884,Display,126,No,3
F6SI4AK0SC,O9234070,Direct,152,No,2
H7ON0ELD1G,O6042922,SEO,177,No,1
Y89HGDJV38,O2973281,Direct,146,No,3
I251S42M6R,P5771901,Display,424,No,4
PIFMJXVMHJ,O8043560,SEO,65,Yes,2
XXBVYYFPED,O4505965,Direct,88,No,2
BWI64MC384,O5230768,Direct,84,Yes,3
430UE6VB0W,P3980236,Paid Search,96,No,3
MX83C13W7D,O9607594,Direct,111,No,1
8XDINFU1YC,O6672728,Direct,146,No,2
HUZQTJIZAT,P4841984,Display,160,No,2
YBVRCJIUW5,O6061778,Direct,89,No,1
7V4B3ZRG3F,O3225124,Referral,361,No,5
7CD682BODQ,P5509714,Paid Search,68,Yes,2
C1P2OGD7TU,P5756938,Paid Search,164,No,3
WL1NMXAJMQ,O1998220,Referral,104,Yes,3
X0KKCHBMO8,O1350629,Direct,157,Yes,1
BGPPDLVYVT,O7300246,Referral,118,No,1
P4SNF524OK,O7752543,SEO,176,No,1
PM119RGCY4,O7652418,SEO,114,No,3
8D3JP4GZYV,P7772712,Paid Search,128,No,3
SK26KCCG5W,P9851897,Paid Search,162,No,3
FC0OHKR0XH,P5910242,Display,122,Yes,2
0U2XOZ0FFD,P6748929,Paid Search,141,No,3
6XA8UPAZA2,O9924976,SEO,132,No,3
VPIVOTS0ET,P6192727,Display,179,Yes,2
34KPPG1Z9U,P9236830,Paid Search,152,No,3
Q8V3XYHZPD,P3403621,Display,64,No,3
X76FX106W1,O5986151,Referral,113,No,1
L4C7LOAWEM,O6667171,Referral,168,No,3
ER6P943U80,O3740483,Direct,97,Yes,1
QMUVZ61F2V,P9594661,Paid Search,105,No,2
4J8M57A6P5,O9755626,Referral,87,Yes,2
9XQTLHXYVT,P8104219,Display,140,No,1
26RGMCEK6R,P2052769,Paid Search,149,No,3
B3H75CJVWZ,P5841222,Paid Search,317,No,5
WFAR5LMK1R,O8744272,SEO,104,No,3
XEV5CB8G3U,O7426842,Direct,78,No,1
CFQBTEKECH,P9146004,Paid Search,110,Yes,2
EP33FNZMCA,O9986897,Direct,66,Yes,1
WJ0V6XEZMJ,P1523034,Display,136,No,2
EATNX97QNR,P5544103,Paid Search,101,No,1
OO4JEL7XI8,P9617719,Display,174,No,2
O3VG4DTT7K,P7296516,Paid Search,171,No,2
TEAAKARFU8,O5050681,Referral,129,No,2
2W320PWM7V,O4847530,Referral,84,Yes,2
VO09WQS1O5,P4508159,Display,83,No,2
WF2WPOFXOT,O3983447,Referral,107,No,1
36XPT8ZEGA,P7150081,Paid Search,109,No,1
KR55Z1L8M1,O3512930,SEO,79,No,1
ZBKFLGUCMC,P8129369,Paid Search,132,Yes,1
86VWRXUAFM,P4981541,Display,65,No,1
0SZKKKCZYY,P9119248,Display,176,No,1
E1FX1CW9R0,O9194205,SEO,153,No,2
KK2O7RQ5XD,O9443459,Referral,98,No,1
NVX8RBMB9U,O5728831,Direct,165,No,2
G5ERHHOU1E,O6847273,Referral,128,No,2
NK6XHHV50K,O3538343,SEO,134,No,3
1JBKGMRRRY,O5608995,Referral,120,Yes,2
BWVBSKYCR3,O4928890,Referral,128,No,2
28CXUBGAPR,P7004250,Display,66,Yes,3
LSK2YZTC2Q,O9540004,SEO,124,No,1
X1FIGJ3XKZ,P8132674,Display,78,No,2
TVY6X48FWN,O2652428,SEO,158,No,3
TWLH09JXE6,O3810097,SEO,96,No,1
I99F2FQ1LY,O5667433,Referral,68,No,3
GT9HFX72ID,P8621542,Paid Search,89,Yes,2
RMAR0S09FB,P3591985,Paid Search,60,No,2
QBGO10FHN0,O5394237,Direct,127,No,1
D3BJSATZB6,O3277404,SEO,118,No,3
GHAV07S1CF,O3200987,Referral,95,Yes,1
8DJO0KTNXH,O6741660,Direct,178,Yes,3
1VJN4PBG5W,O4239722,Direct,60,No,1
YMDHV8ZIPD,P4329680,Display,99,No,1
M7ZS5S4PHO,O8621773,Direct,68,Yes,1
IPSCS7FZXO,O8266270,Referral,152,No,3
BTPLM8CPHY,O1764122,Referral,106,No,3
