AdDate,CreativeID,ExposureID,AdFormat,Viewable,WasClicked,Conversion,SpendonExposure,RevenueGenerated
Mar-23,C0056,P7269678,Banner,No,No,No,589,0
May-23,C0136,P7111592,Carousel,No,No,No,206,0
Oct-23,C0086,O8082598,Carousel,No,No,No,0,0
Nov-23,C0148,P2134882,Carousel,No,No,No,189,0
Sep-23,C0017,P2290362,Video,Yes,Yes,Yes,338,407
Apr-23,C0214,O9393588,Banner,No,No,No,0,0
Feb-23,C0231,P2792007,Video,No,No,No,655,0
Sep-23,C0180,P7826722,Video,No,No,No,465,0
Apr-23,C0241,O6617612,Video,No,No,No,0,0
Nov-23,C0152,O5547553,Banner,Yes,No,No,0,0
Jan-23,C0188,P7253670,Banner,No,No,No,629,0
May-23,C0028,P3901885,Carousel,No,No,No,418,0
Feb-23,C0096,P6690063,Carousel,Yes,No,No,801,0
Mar-23,C0202,P5837188,Video,No,No,No,298,0
Feb-23,C0048,P4467781,Banner,No,No,No,138,0
Apr-23,C0120,O6778819,Carousel,No,No,No,0,0
Sep-23,C0047,P4347653,Video,No,No,No,106,0
Dec-23,C0232,P7363224,Video,No,No,No,706,0
Mar-23,C0228,P4446692,Video,No,No,No,628,0
Jul-23,C0032,O8480065,Carousel,No,No,No,0,0
Jan-23,C0180,O9973084,Banner,Yes,Yes,Yes,0,719
Dec-23,C0225,O8496353,Banner,No,No,No,0,0
Nov-23,C0222,O2496060,Video,No,No,No,0,0
Apr-23,C0212,P7680289,Banner,No,No,No,421,0
Mar-23,C0174,O1863579,Carousel,No,No,No,0,0
Aug-23,C0215,O4287263,Video,No,No,No,0,0
Sep-23,C0243,P9864207,Video,No,No,No,734,0
Dec-23,C0124,O1088259,Video,No,No,No,0,0
May-23,C0241,P8340950,Video,No,No,No,250,0
Jul-23,C0047,P1725894,Video,Yes,Yes,No,177,0
Apr-23,C0196,P1471580,Banner,No,No,No,336,0
Mar-23,C0049,O5934142,Video,No,No,No,0,0
Mar-23,C0173,O4500124,Carousel,No,No,No,0,0
Feb-23,C0007,O4171922,Carousel,No,No,No,0,0
May-23,C0232,P9254177,Banner,No,No,No,478,0
Dec-23,C0074,P4977275,Video,No,No,No,309,0
Jan-23,C0107,P7390072,Banner,No,No,No,742,0
Sep-23,C0141,O6395203,Banner,Yes,No,No,0,0
Apr-23,C0160,P1916225,Carousel,No,No,No,591,0
Apr-23,C0028,P8631659,Video,No,No,No,799,0
Jan-23,C0043,P8030125,Video,No,No,No,838,0
Feb-23,C0033,O9890008,Carousel,No,No,No,0,0
Sep-23,C0113,O2260070,Banner,No,No,No,0,0
Jul-23,C0241,O7641446,Video,No,No,No,0,0
Mar-23,C0219,P8277621,Banner,No,No,No,179,0
Sep-23,C0238,P2960107,Video,No,No,No,666,0
Jun-23,C0188,P1888828,Carousel,No,No,No,818,0
Jun-23,C0231,O9259959,Video,No,No,No,0,0
May-23,C0148,O1769960,Banner,No,No,No,0,0
Mar-23,C0014,P4758394,Carousel,No,No,No,799,0
Apr-23,C0215,O4848718,Banner,No,No,No,0,0
Jul-23,C0212,O7572677,Banner,No,No,No,0,0
Aug-23,C0092,P7481866,Banner,Yes,No,No,320,0
Apr-23,C0190,P9859197,Banner,No,No,No,210,0
Apr-23,C0139,O8839840,Banner,Yes,No,No,0,0
Jun-23,C0218,P6365486,Video,No,No,No,552,0
Jun-23,C0068,P4128320,Banner,No,No,No,176,0
Jun-23,C0083,P3619845,Carousel,No,No,No,467,0
Nov-23,C0101,P5122741,Carousel,No,No,No,862,0
Oct-23,C0038,P6776633,Carousel,Yes,No,No,698,0
May-23,C0111,O8564342,Banner,Yes,Yes,No,0,0
Oct-23,C0142,O9447190,Video,No,No,No,0,0
May-23,C0050,O3047928,Carousel,No,No,No,0,0
Nov-23,C0226,O4923174,Banner,Yes,No,No,0,0
Jan-23,C0140,O9465115,Carousel,Yes,No,No,0,0
Apr-23,C0153,P5814430,Banner,No,No,No,637,0
Oct-23,C0233,O2128701,Banner,No,No,No,0,0
Feb-23,C0238,O5624559,Carousel,No,No,No,0,0
Aug-23,C0135,O1187450,Banner,No,No,No,0,0
Apr-23,C0237,O5862636,Video,No,No,No,0,0
Jul-23,C0135,O8317010,Banner,No,No,No,0,0
Oct-23,C0074,P3445824,Video,No,No,No,453,0
Nov-23,C0179,P1883196,Video,Yes,Yes,Yes,282,644
Oct-23,C0102,P6504820,Banner,No,No,No,112,0
Nov-23,C0125,P3841398,Banner,No,No,No,310,0
Feb-23,C0141,P5909526,Carousel,No,No,No,847,0
Oct-23,C0013,O2380972,Banner,No,No,No,0,0
Jun-23,C0198,P5505590,Carousel,No,No,No,512,0
Jun-23,C0151,P3728016,Video,No,No,No,607,0
Feb-23,C0055,O4016472,Carousel,No,No,No,0,0
Oct-23,C0079,P5661140,Video,No,No,No,672,0
May-23,C0153,P5673509,Banner,Yes,No,No,323,0
Nov-23,C0022,P7944818,Banner,No,No,No,760,0
Aug-23,C0008,P1814368,Video,No,No,No,752,0
Mar-23,C0236,O3979425,Video,No,No,No,0,0
Apr-23,C0249,P7185339,Video,No,No,No,572,0
Mar-23,C0029,O3531168,Video,No,No,No,0,0
May-23,C0193,P6347087,Banner,Yes,No,No,448,0
Sep-23,C0062,O9222350,Carousel,No,No,No,0,0
Sep-23,C0224,O9425523,Carousel,No,No,No,0,0
Aug-23,C0129,O3260862,Carousel,No,No,No,0,0
Jan-23,C0035,O9933110,Banner,Yes,Yes,Yes,0,265
Oct-23,C0177,O6055083,Banner,Yes,Yes,No,0,0
Jun-23,C0205,O9812157,Video,No,No,No,0,0
Jan-23,C0220,P1232778,Banner,Yes,No,No,292,0
Aug-23,C0125,O2378706,Carousel,Yes,No,No,0,0
May-23,C0171,P6606636,Banner,No,No,No,357,0
Sep-23,C0109,O3171330,Video,No,No,No,0,0
Oct-23,C0078,O1472271,Banner,No,No,No,0,0
Aug-23,C0016,O8665733,Video,No,No,No,0,0
Sep-23,C0092,P9039847,Carousel,No,No,No,744,0
Dec-23,C0103,P5707459,Video,No,No,No,497,0
Feb-23,C0190,O1636779,Carousel,No,No,No,0,0
Dec-23,C0243,P6656869,Banner,No,No,No,395,0
Mar-23,C0076,P2253113,Carousel,No,No,No,218,0
Jan-23,C0073,O8799622,Video,Yes,Yes,No,0,0
Oct-23,C0068,O2790018,Banner,No,No,No,0,0
Jan-23,C0082,O6049897,Video,No,No,No,0,0
Dec-23,C0143,O1849686,Carousel,No,No,No,0,0
Mar-23,C0089,O8710113,Video,No,No,No,0,0
Feb-23,C0200,P1060126,Banner,No,No,No,633,0
Feb-23,C0169,O7697101,Video,No,No,No,0,0
Apr-23,C0003,P8704757,Video,No,No,No,833,0
Jan-23,C0163,O5296556,Video,No,No,No,0,0
May-23,C0161,P7312896,Video,No,No,No,849,0
Oct-23,C0205,O3557152,Video,No,No,No,0,0
Apr-23,C0172,O3071473,Banner,No,No,No,0,0
Jul-23,C0184,P6991860,Carousel,No,No,No,97,0
Oct-23,C0232,O3914927,Carousel,Yes,No,No,0,0
Sep-23,C0214,O8690214,Video,No,No,No,0,0
Mar-23,C0215,P6356374,Carousel,No,No,No,334,0
May-23,C0038,P9746260,Banner,Yes,No,No,580,0
Sep-23,C0150,O7513849,Banner,Yes,Yes,No,0,0
Jun-23,C0218,O4759429,Video,No,No,No,0,0
Apr-23,C0155,P1396360,Banner,No,No,No,248,0
Mar-23,C0224,P8768196,Banner,Yes,No,No,208,0
Oct-23,C0189,P5418003,Banner,No,No,No,321,0
Nov-23,C0018,P2988111,Banner,No,No,No,820,0
Oct-23,C0028,P6861438,Banner,No,No,No,192,0
May-23,C0034,O5382789,Carousel,No,No,No,0,0
Mar-23,C0033,O7499205,Video,Yes,Yes,Yes,0,750
Feb-23,C0171,P4206298,Banner,Yes,No,No,103,0
Sep-23,C0227,P4306397,Carousel,No,No,No,722,0
Oct-23,C0092,O1834664,Carousel,No,No,No,0,0
Dec-23,C0050,P4328402,Carousel,No,No,No,703,0
Sep-23,C0025,O4454350,Banner,No,No,No,0,0
Nov-23,C0063,O5802156,Banner,No,No,No,0,0
May-23,C0177,O6846074,Banner,No,No,No,0,0
Sep-23,C0032,P2727695,Carousel,No,No,No,96,0
Jan-23,C0056,P9469486,Banner,No,No,No,786,0
Nov-23,C0032,P9420799,Video,No,No,No,201,0
Nov-23,C0101,O1110907,Carousel,No,No,No,0,0
Sep-23,C0085,O7889757,Video,No,No,No,0,0
Feb-23,C0241,P6639283,Banner,No,No,No,639,0
Sep-23,C0141,P5734396,Carousel,No,No,No,454,0
Dec-23,C0185,O4964670,Carousel,No,No,No,0,0
Aug-23,C0233,P7006145,Carousel,No,No,No,204,0
Jun-23,C0205,O9122700,Carousel,Yes,No,No,0,0
Mar-23,C0140,P5756031,Banner,No,No,No,551,0
Mar-23,C0091,P8385460,Video,Yes,No,No,540,0
Oct-23,C0016,O5582117,Carousel,Yes,Yes,No,0,0
Mar-23,C0116,O2768377,Video,No,No,No,0,0
Feb-23,C0249,P8418976,Banner,No,No,No,798,0
Oct-23,C0108,P2310385,Carousel,Yes,No,No,736,0
Mar-23,C0019,O4122425,Video,No,No,No,0,0
Feb-23,C0198,O2971716,Video,No,No,No,0,0
Apr-23,C0043,O7563791,Banner,No,No,No,0,0
Jun-23,C0241,P3892585,Banner,No,No,No,481,0
Jul-23,C0133,P5051941,Carousel,Yes,No,No,786,0
Apr-23,C0152,O1487216,Video,No,No,No,0,0
Nov-23,C0084,O1245507,Banner,No,No,No,0,0
Aug-23,C0022,O8712893,Banner,No,No,No,0,0
Jun-23,C0167,O7127896,Carousel,No,No,No,0,0
Jan-23,C0069,P5999531,Carousel,Yes,No,No,354,0
Jun-23,C0208,P4925642,Banner,No,No,No,361,0
Apr-23,C0035,O2699060,Video,Yes,Yes,No,0,0
Nov-23,C0196,O4823862,Video,No,No,No,0,0
Jun-23,C0230,P6535396,Banner,No,No,No,738,0
May-23,C0180,O5350305,Carousel,Yes,No,No,0,0
Jun-23,C0216,O4190425,Carousel,No,No,No,0,0
Feb-23,C0229,P1236925,Banner,No,No,No,783,0
Jan-23,C0232,P5472008,Video,No,No,No,862,0
Sep-23,C0086,O6530502,Carousel,No,No,No,0,0
Jan-23,C0158,O7598706,Banner,No,No,No,0,0
Oct-23,C0114,P8761407,Carousel,No,No,No,697,0
Mar-23,C0044,O3902125,Video,No,No,No,0,0
Nov-23,C0142,O9633128,Video,Yes,Yes,Yes,0,183
Oct-23,C0032,O1331076,Video,No,No,No,0,0
Jan-23,C0051,O6460525,Video,No,No,No,0,0
Jul-23,C0197,O9126244,Video,No,No,No,0,0
Aug-23,C0165,P6005744,Banner,No,No,No,337,0
Dec-23,C0110,P4868962,Banner,No,No,No,800,0
Mar-23,C0143,O2283756,Carousel,No,No,No,0,0
Sep-23,C0118,O5314360,Banner,Yes,Yes,Yes,0,284
Feb-23,C0082,P5528228,Carousel,No,No,No,630,0
May-23,C0084,P9517325,Carousel,Yes,No,No,879,0
Mar-23,C0060,P8971761,Banner,No,No,No,155,0
May-23,C0203,P7688776,Video,No,No,No,318,0
May-23,C0066,O4354001,Banner,No,No,No,0,0
Jul-23,C0118,O2644155,Banner,No,No,No,0,0
Jan-23,C0107,O7120378,Video,No,No,No,0,0
Oct-23,C0214,P6588469,Video,No,No,No,480,0
Sep-23,C0207,O6043566,Carousel,No,No,No,0,0
Oct-23,C0110,P7215880,Carousel,No,No,No,380,0
Dec-23,C0131,O2712105,Carousel,No,No,No,0,0
Feb-23,C0059,P3209160,Carousel,Yes,No,No,845,0
Oct-23,C0090,P1093870,Carousel,No,No,No,649,0
Jan-23,C0107,O3190026,Carousel,No,No,No,0,0
Sep-23,C0204,P1947214,Carousel,No,No,No,189,0
Mar-23,C0131,P1565834,Banner,No,No,No,166,0
Mar-23,C0048,O6721536,Carousel,No,No,No,0,0
Oct-23,C0083,P9012676,Video,No,No,No,761,0
Jul-23,C0057,P3993010,Video,No,No,No,218,0
Jan-23,C0158,P9265627,Banner,Yes,No,No,157,0
Dec-23,C0058,P3530479,Banner,No,No,No,811,0
Nov-23,C0090,O9251721,Video,Yes,Yes,No,0,0
Feb-23,C0155,P3213792,Video,Yes,No,No,265,0
Oct-23,C0019,O5807176,Banner,No,No,No,0,0
Jul-23,C0003,P8247152,Video,No,No,No,447,0
May-23,C0247,O5602213,Carousel,Yes,No,No,0,0
May-23,C0160,O7750839,Banner,Yes,No,No,0,0
Jan-23,C0063,P5501510,Banner,No,No,No,233,0
Jan-23,C0223,P4295729,Banner,No,No,No,619,0
Mar-23,C0011,P3371940,Banner,No,No,No,338,0
Jun-23,C0239,O2928846,Banner,No,No,No,0,0
Apr-23,C0113,O9378898,Video,Yes,Yes,No,0,0
Sep-23,C0217,O9470341,Banner,No,No,No,0,0
Dec-23,C0029,P5754887,Video,No,No,No,272,0
Nov-23,C0052,P1115193,Video,Yes,Yes,Yes,254,240
Jun-23,C0041,P9164867,Carousel,No,No,No,489,0
Nov-23,C0204,O6888721,Video,No,No,No,0,0
Jan-23,C0182,O7610623,Carousel,No,No,No,0,0
Jun-23,C0217,O6342863,Video,No,No,No,0,0
Dec-23,C0084,P7272006,Video,Yes,Yes,No,704,0
Apr-23,C0227,O2624848,Video,No,No,No,0,0
Oct-23,C0086,P2070871,Carousel,No,No,No,214,0
Mar-23,C0169,P3125734,Banner,No,No,No,729,0
Sep-23,C0108,P4214553,Carousel,Yes,No,No,661,0
Dec-23,C0133,O7380276,Carousel,Yes,Yes,Yes,0,882
Aug-23,C0089,P9633339,Carousel,No,No,No,631,0
Dec-23,C0155,O8181141,Banner,Yes,No,No,0,0
Jan-23,C0238,P1985150,Carousel,No,No,No,382,0
Mar-23,C0079,P8308685,Video,Yes,No,No,697,0
Jul-23,C0006,O2481198,Video,No,No,No,0,0
May-23,C0203,P9606930,Video,No,No,No,113,0
Oct-23,C0178,P2774628,Carousel,Yes,No,No,804,0
Aug-23,C0114,P1627970,Banner,No,No,No,391,0
May-23,C0006,O1046650,Banner,No,No,No,0,0
Oct-23,C0058,P5207847,Carousel,No,No,No,594,0
Dec-23,C0219,O9818620,Video,No,No,No,0,0
Jan-23,C0071,P9866727,Banner,No,No,No,458,0
Jul-23,C0097,P5836628,Banner,Yes,Yes,Yes,847,374
Mar-23,C0003,P3820114,Video,No,No,No,399,0
Apr-23,C0189,P9705586,Video,No,No,No,226,0
Jul-23,C0034,O2309735,Banner,Yes,Yes,No,0,0
Sep-23,C0097,P7795192,Banner,No,No,No,834,0
Mar-23,C0034,O3509435,Carousel,No,No,No,0,0
Oct-23,C0073,O1481112,Video,Yes,Yes,Yes,0,839
Jan-23,C0029,O4779296,Carousel,No,No,No,0,0
Jan-23,C0212,P5796323,Carousel,No,No,No,317,0
Apr-23,C0008,P1927621,Banner,No,No,No,506,0
Jul-23,C0153,P8724562,Video,Yes,Yes,No,414,0
Oct-23,C0085,O9316943,Video,Yes,Yes,No,0,0
Nov-23,C0072,O7203625,Video,No,No,No,0,0
Oct-23,C0052,O6522616,Video,Yes,Yes,No,0,0
Aug-23,C0027,O5003611,Video,No,No,No,0,0
Jun-23,C0219,P8585077,Banner,No,No,No,454,0
Mar-23,C0117,O4097028,Banner,No,No,No,0,0
Feb-23,C0160,P6901069,Video,No,No,No,186,0
Aug-23,C0017,P1016112,Banner,No,No,No,721,0
Sep-23,C0212,P2025382,Video,No,No,No,495,0
Jun-23,C0095,P7663279,Video,No,No,No,486,0
Sep-23,C0163,O3189517,Banner,No,No,No,0,0
May-23,C0216,P9328134,Banner,No,No,No,676,0
Jun-23,C0218,O6241793,Video,Yes,Yes,No,0,0
Nov-23,C0055,P5080033,Carousel,No,No,No,759,0
Feb-23,C0191,O1675755,Banner,Yes,Yes,Yes,0,899
Mar-23,C0162,O5472564,Banner,No,No,No,0,0
Apr-23,C0098,O7671191,Video,No,No,No,0,0
Feb-23,C0247,P7204886,Banner,No,No,No,638,0
Aug-23,C0040,O6654625,Carousel,No,No,No,0,0
Aug-23,C0222,P5527178,Carousel,No,No,No,631,0
Oct-23,C0097,O3311705,Banner,No,No,No,0,0
Oct-23,C0126,O2312845,Video,No,No,No,0,0
Sep-23,C0065,P2561042,Carousel,No,No,No,255,0
Aug-23,C0053,P1707532,Carousel,No,No,No,229,0
Jun-23,C0131,O3215298,Banner,Yes,No,No,0,0
Mar-23,C0096,O1237470,Video,No,No,No,0,0
Feb-23,C0052,P6398191,Video,No,No,No,773,0
Jul-23,C0210,P2456414,Carousel,No,No,No,267,0
Apr-23,C0227,P4539470,Video,Yes,Yes,No,137,0
Apr-23,C0115,O5642359,Video,Yes,Yes,No,0,0
Feb-23,C0203,P3353491,Banner,No,No,No,377,0
Nov-23,C0137,O8125495,Carousel,No,No,No,0,0
Apr-23,C0181,O5916606,Carousel,No,No,No,0,0
Mar-23,C0238,O2282074,Banner,No,No,No,0,0
Nov-23,C0157,P4009095,Carousel,No,No,No,418,0
Feb-23,C0238,P8276844,Banner,No,No,No,396,0
Jan-23,C0187,P2020940,Banner,No,No,No,389,0
Sep-23,C0164,P5084373,Video,No,No,No,151,0
Oct-23,C0127,P1905248,Banner,No,No,No,106,0
Jul-23,C0183,O3293634,Carousel,No,No,No,0,0
Feb-23,C0230,P7157287,Banner,No,No,No,862,0
Sep-23,C0063,O7560195,Banner,No,No,No,0,0
Oct-23,C0062,O7828755,Banner,No,No,No,0,0
Sep-23,C0007,O8461503,Video,No,No,No,0,0
Mar-23,C0135,O5546369,Banner,No,No,No,0,0
Dec-23,C0221,P9038331,Video,No,No,No,269,0
Jan-23,C0133,O9779888,Video,Yes,Yes,No,0,0
May-23,C0142,O6529705,Banner,No,No,No,0,0
Nov-23,C0007,O4575951,Banner,No,No,No,0,0
May-23,C0111,O2631523,Video,No,No,No,0,0
Nov-23,C0196,O1097552,Video,Yes,No,No,0,0
Dec-23,C0106,P4451499,Carousel,No,No,No,193,0
Jun-23,C0118,O1900318,Video,No,No,No,0,0
Jan-23,C0246,P6666454,Carousel,No,No,No,705,0
Sep-23,C0124,O4957328,Banner,Yes,Yes,No,0,0
Jul-23,C0089,O3960746,Banner,No,No,No,0,0
Oct-23,C0003,P4971252,Carousel,No,No,No,804,0
Jun-23,C0023,O2720511,Banner,No,No,No,0,0
May-23,C0160,P1527687,Banner,Yes,Yes,No,101,0
Dec-23,C0099,P6716780,Video,No,No,No,854,0
Aug-23,C0014,O8662417,Video,No,No,No,0,0
Nov-23,C0026,O6177546,Video,No,No,No,0,0
Sep-23,C0052,P1737299,Video,No,No,No,285,0
Apr-23,C0121,P8394726,Carousel,No,No,No,342,0
Mar-23,C0250,O2089627,Video,Yes,Yes,Yes,0,757
Dec-23,C0064,P2609515,Banner,No,No,No,546,0
Feb-23,C0191,P3822166,Carousel,No,No,No,134,0
May-23,C0041,P7768845,Banner,No,No,No,895,0
May-23,C0222,O8719255,Banner,No,No,No,0,0
Nov-23,C0008,O3680387,Video,Yes,No,No,0,0
Apr-23,C0005,P5250243,Carousel,Yes,No,No,821,0
Jun-23,C0024,P5253850,Video,No,No,No,887,0
Mar-23,C0125,O7221192,Carousel,No,No,No,0,0
Aug-23,C0006,O3416604,Carousel,No,No,No,0,0
Mar-23,C0162,O4175268,Carousel,No,No,No,0,0
Dec-23,C0142,O5160946,Video,No,No,No,0,0
Sep-23,C0236,P8593676,Carousel,No,No,No,609,0
Jun-23,C0213,P4489594,Banner,No,No,No,260,0
Jun-23,C0020,P6797357,Carousel,No,No,No,330,0
Jun-23,C0150,P2069146,Video,No,No,No,151,0
Oct-23,C0192,P9592008,Carousel,No,No,No,881,0
Feb-23,C0192,O6198620,Banner,No,No,No,0,0
May-23,C0220,O8904923,Video,No,No,No,0,0
Mar-23,C0136,O9998653,Carousel,No,No,No,0,0
Jun-23,C0098,O1964810,Banner,No,No,No,0,0
Feb-23,C0032,O3464236,Banner,Yes,Yes,Yes,0,742
Oct-23,C0099,O6119395,Video,No,No,No,0,0
Oct-23,C0029,P3438230,Banner,No,No,No,476,0
May-23,C0108,P9504808,Banner,No,No,No,242,0
Aug-23,C0112,O9386960,Carousel,No,No,No,0,0
Jan-23,C0024,O1273674,Banner,No,No,No,0,0
Oct-23,C0231,P2179898,Banner,No,No,No,672,0
Mar-23,C0228,O9849851,Banner,Yes,No,No,0,0
Jul-23,C0109,O1890663,Banner,No,No,No,0,0
Dec-23,C0072,P2997405,Video,Yes,No,No,92,0
Feb-23,C0128,P2137968,Banner,Yes,No,No,182,0
May-23,C0245,P9695028,Carousel,Yes,No,No,454,0
Aug-23,C0025,P4978601,Banner,No,No,No,380,0
Jan-23,C0051,O7769200,Video,Yes,No,No,0,0
Dec-23,C0018,P5869393,Carousel,No,No,No,158,0
Nov-23,C0011,O2487455,Carousel,Yes,No,No,0,0
Apr-23,C0211,P7959886,Banner,No,No,No,761,0
Mar-23,C0236,O5358373,Banner,Yes,Yes,Yes,0,372
Nov-23,C0034,P4913725,Banner,No,No,No,563,0
May-23,C0228,O6367718,Video,No,No,No,0,0
Sep-23,C0078,P2890370,Banner,No,No,No,186,0
Oct-23,C0224,P1370366,Banner,Yes,Yes,No,434,0
Apr-23,C0193,O4512246,Banner,No,No,No,0,0
Jan-23,C0095,O1707265,Banner,No,No,No,0,0
Nov-23,C0186,P4110345,Carousel,No,No,No,726,0
Oct-23,C0173,O4005972,Video,Yes,Yes,Yes,0,105
Jun-23,C0207,P2280961,Video,Yes,No,No,826,0
Jul-23,C0168,P7977608,Banner,Yes,No,No,191,0
Jan-23,C0037,P8179124,Video,No,No,No,163,0
Aug-23,C0130,P2880507,Carousel,Yes,No,No,337,0
Oct-23,C0013,O1097514,Carousel,No,No,No,0,0
Jun-23,C0168,O2851692,Banner,No,No,No,0,0
Jun-23,C0144,P5695157,Carousel,No,No,No,199,0
May-23,C0197,P8571545,Carousel,No,No,No,541,0
Sep-23,C0209,P4800336,Carousel,Yes,No,No,502,0
Sep-23,C0184,O8944057,Banner,No,No,No,0,0
Dec-23,C0030,P8077490,Video,No,No,No,827,0
Apr-23,C0105,P5562200,Banner,Yes,No,No,477,0
Aug-23,C0211,P8771253,Carousel,Yes,No,No,258,0
Dec-23,C0155,P6374505,Carousel,No,No,No,465,0
Mar-23,C0014,O7140227,Carousel,Yes,Yes,Yes,0,169
May-23,C0172,O2195775,Banner,No,No,No,0,0
Jul-23,C0250,P6229246,Carousel,Yes,Yes,Yes,363,266
Mar-23,C0239,O4565260,Banner,No,No,No,0,0
Sep-23,C0121,O6858407,Banner,No,No,No,0,0
Jun-23,C0087,P8220178,Banner,No,No,No,595,0
Aug-23,C0249,O3257472,Banner,Yes,No,No,0,0
Jan-23,C0150,O5336030,Video,No,No,No,0,0
Jul-23,C0042,O8114733,Video,No,No,No,0,0
Sep-23,C0036,O7124032,Video,No,No,No,0,0
Jan-23,C0016,P7118386,Carousel,No,No,No,206,0
Jul-23,C0078,O8534055,Carousel,No,No,No,0,0
May-23,C0195,P9589935,Banner,No,No,No,850,0
Mar-23,C0029,O9002254,Banner,No,No,No,0,0
Dec-23,C0109,P1817904,Video,No,No,No,732,0
Nov-23,C0134,P1474450,Video,No,No,No,198,0
Nov-23,C0212,O5301105,Video,No,No,No,0,0
Jan-23,C0029,P4881032,Video,Yes,Yes,No,759,0
Jan-23,C0115,P7220160,Video,No,No,No,895,0
Mar-23,C0088,P6819202,Carousel,No,No,No,622,0
Apr-23,C0190,P8026877,Carousel,No,No,No,473,0
Mar-23,C0070,P4609727,Video,Yes,No,No,352,0
Jul-23,C0210,O5977142,Video,No,No,No,0,0
Oct-23,C0073,P1133884,Video,Yes,Yes,No,262,0
Mar-23,C0182,O9234070,Video,No,No,No,0,0
May-23,C0070,O6042922,Banner,No,No,No,0,0
May-23,C0250,O2973281,Video,Yes,No,No,0,0
Dec-23,C0159,P5771901,Video,Yes,Yes,Yes,544,843
Jan-23,C0062,O8043560,Video,No,No,No,0,0
Aug-23,C0118,O4505965,Banner,Yes,No,No,0,0
Nov-23,C0185,O5230768,Banner,No,No,No,0,0
Jan-23,C0233,P3980236,Banner,No,No,No,676,0
Jun-23,C0099,O9607594,Carousel,No,No,No,0,0
Aug-23,C0160,O6672728,Banner,No,No,No,0,0
Sep-23,C0175,P4841984,Carousel,No,No,No,266,0
May-23,C0078,O6061778,Video,No,No,No,0,0
Oct-23,C0016,O3225124,Video,Yes,Yes,Yes,0,702
Aug-23,C0212,P5509714,Carousel,No,No,No,219,0
Dec-23,C0170,P5756938,Video,Yes,Yes,No,468,0
Sep-23,C0080,O1998220,Banner,No,No,No,0,0
May-23,C0144,O1350629,Video,No,No,No,0,0
Jun-23,C0222,O7300246,Carousel,No,No,No,0,0
Mar-23,C0157,O7752543,Video,Yes,No,No,0,0
Jan-23,C0106,O7652418,Video,No,No,No,0,0
Mar-23,C0138,P7772712,Carousel,No,No,No,802,0
Feb-23,C0076,P9851897,Carousel,No,No,No,841,0
Jan-23,C0238,P5910242,Banner,No,No,No,116,0
Feb-23,C0009,P6748929,Carousel,Yes,No,No,616,0
Jun-23,C0148,O9924976,Video,Yes,No,No,0,0
Nov-23,C0002,P6192727,Carousel,No,No,No,143,0
Dec-23,C0021,P9236830,Banner,Yes,No,No,733,0
Jun-23,C0136,P3403621,Video,No,No,No,699,0
May-23,C0217,O5986151,Banner,No,No,No,0,0
Jun-23,C0109,O6667171,Carousel,No,No,No,0,0
May-23,C0095,O3740483,Banner,No,No,No,0,0
May-23,C0081,P9594661,Banner,No,No,No,614,0
Dec-23,C0130,O9755626,Banner,No,No,No,0,0
Jun-23,C0149,P8104219,Video,No,No,No,111,0
May-23,C0024,P2052769,Banner,No,No,No,685,0
Nov-23,C0094,P5841222,Carousel,Yes,Yes,Yes,867,240
Dec-23,C0014,O8744272,Banner,Yes,No,No,0,0
Apr-23,C0217,O7426842,Banner,No,No,No,0,0
Feb-23,C0116,P9146004,Video,No,No,No,669,0
Apr-23,C0069,O9986897,Video,No,No,No,0,0
Nov-23,C0195,P1523034,Banner,No,No,No,777,0
Jan-23,C0075,P5544103,Banner,Yes,Yes,No,326,0
Nov-23,C0025,P9617719,Banner,Yes,No,No,391,0
Jul-23,C0078,P7296516,Video,No,No,No,530,0
Jun-23,C0143,O5050681,Banner,Yes,Yes,No,0,0
Apr-23,C0117,O4847530,Video,No,No,No,0,0
Aug-23,C0166,P4508159,Video,Yes,No,No,872,0
Jan-23,C0082,O3983447,Banner,No,No,No,0,0
Oct-23,C0121,P7150081,Banner,No,No,No,740,0
Mar-23,C0145,O3512930,Carousel,No,No,No,0,0
Dec-23,C0095,P8129369,Video,No,No,No,479,0
Aug-23,C0082,P4981541,Carousel,No,No,No,664,0
Jan-23,C0126,P9119248,Banner,No,No,No,112,0
May-23,C0217,O9194205,Carousel,No,No,No,0,0
Aug-23,C0148,O9443459,Video,No,No,No,0,0
Jan-23,C0175,O5728831,Video,No,No,No,0,0
Mar-23,C0220,O6847273,Video,No,No,No,0,0
Aug-23,C0195,O3538343,Video,No,No,No,0,0
Dec-23,C0024,O5608995,Video,No,No,No,0,0
Jul-23,C0091,O4928890,Banner,No,No,No,0,0
May-23,C0095,P7004250,Banner,No,No,No,481,0
Oct-23,C0219,O9540004,Carousel,Yes,Yes,No,0,0
Aug-23,C0092,P8132674,Video,No,No,No,401,0
Apr-23,C0036,O2652428,Carousel,No,No,No,0,0
Apr-23,C0080,O3810097,Video,Yes,Yes,No,0,0
Aug-23,C0136,O5667433,Banner,No,No,No,0,0
Apr-23,C0038,P8621542,Video,No,No,No,384,0
Aug-23,C0165,P3591985,Carousel,No,No,No,601,0
Jul-23,C0040,O5394237,Banner,No,No,No,0,0
Jun-23,C0092,O3277404,Video,No,No,No,0,0
Apr-23,C0068,O3200987,Video,No,No,No,0,0
