UserID,ExposureID,SegmentType,Age,Gender,Income,OperatingSystem,Device,Browser,Location(DMA)
UVV2c,P9545497,3P Audience,19,Female,57298,macOS,Laptop,Microsoft Edge,"Memphis, Tennessee"
UXsQH,P5474735,1P Audience,41,Male,99638,macOS,Desktop,Microsoft Edge,"Nashville, Tennessee"
UlvMk,O7857564,3P Audience,32,Male,67972,Android,Tablet,Microsoft Edge,"Knoxville, Tennessee"
UBROm,P1558183,3P Audience,43,Female,85682,iOS,Tablet,Safari,"Knoxville, Tennessee"
UhbGN,P2538534,1P Audience,17,Female,50393,Android,Tablet,Microsoft Edge,"Knoxville, Tennessee"
UX4ql,P8876814,Custom Audience,39,Male,108333,Android,Tablet,Microsoft Edge,"Nashville, Tennessee"
UD1Ri,P7030794,Custom Audience,48,Female,136937,Android,Tablet,Microsoft Edge,"Knoxville, Tennessee"
UBROm,O2004386,3P Audience,43,Female,85682,macOS,Desktop,Microsoft Edge,"Memphis, Tennessee"
UoBI9,P2006494,3P Audience,44,Female,109588,iOS,Smartphone,Safari,"Knoxville, Tennessee"
Uj26t,O3596071,Custom Audience,30,Female,62059,Android,Smartphone,Microsoft Edge,"Nashville, Tennessee"
USlyT,O5595625,3P Audience,39,Male,89036,macOS,Desktop,Microsoft Edge,"Nashville, Tennessee"
UlvMk,P4270709,3P Audience,32,Male,67972,macOS,Laptop,Microsoft Edge,"Knoxville, Tennessee"
UFPs0,O8070438,3P Audience,49,Female,137763,macOS,Desktop,Microsoft Edge,"Knoxville, Tennessee"
Us4SU,P5647098,Custom Audience,28,Male,79441,macOS,Laptop,Microsoft Edge,"Knoxville, Tennessee"
UQ2qd,P1135063,3P Audience,46,Male,193730,macOS,Laptop,Microsoft Edge,"Knoxville, Tennessee"
UwFnN,P3398651,3P Audience,38,Male,111019,iOS,Smartphone,Safari,"Memphis, Tennessee"
UK06S,O6203472,3P Audience,48,Male,145403,Linux,Laptop,Mozilla Firefox,"Memphis, Tennessee"
UDfwz,O2281754,Custom Audience,27,Female,67828,Android,Smartphone,Microsoft Edge,"Knoxville, Tennessee"
UaPch,O5891502,3P Audience,37,Female,104174,iOS,Tablet,Safari,"Memphis, Tennessee"
UgAwk,P1059058,3P Audience,30,Male,61584,iOS,Smartphone,Safari,"Knoxville, Tennessee"
UFgXm,O4321363,Custom Audience,53,Male,187642,macOS,Desktop,Microsoft Edge,"Knoxville, Tennessee"
UuBp6,P5927888,1P Audience,21,Male,58898,Android,Tablet,Microsoft Edge,"Memphis, Tennessee"
U5ffd,O4011061,1P Audience,32,Male,78629,Android,Tablet,Microsoft Edge,"Memphis, Tennessee"
Ug4bT,O5147035,3P Audience,45,Female,83544,iOS,Tablet,Safari,"Rapid City, South Dakota"
U9JJT,O4964572,Custom Audience,47,Male,132644,Android,Smartphone,Microsoft Edge,"Rapid City, South Dakota"
UYniv,P1534684,1P Audience,51,Female,133456,Android,Tablet,Microsoft Edge,"Rapid City, South Dakota"
UoxaA,O8662124,1P Audience,41,Female,106203,macOS,Desktop,Microsoft Edge,"Sioux Falls, South Dakota"
UuBp6,O8501903,Custom Audience,21,Male,58898,iOS,Tablet,Safari,"Sioux Falls, South Dakota"
UpBkE,O4828585,Custom Audience,37,Male,115913,Windows,Laptop,Microsoft Edge,"Rapid City, South Dakota"
UMpsU,P9342708,Custom Audience,41,Female,84265,iOS,Smartphone,Safari,"Aberdeen, South Dakota"
Ube7A,P9414960,Custom Audience,55,Female,184534,Windows,Laptop,Microsoft Edge,"Sioux Falls, South Dakota"
UjfHy,P4999346,1P Audience,38,Male,109803,Android,Smartphone,Microsoft Edge,"Sioux Falls, South Dakota"
UCugS,P3283091,Custom Audience,29,Female,73273,Windows,Desktop,Microsoft Edge,"Rapid City, South Dakota"
UoBI9,O5703327,3P Audience,44,Female,109588,macOS,Desktop,Microsoft Edge,"Rapid City, South Dakota"
UD4o2,O6844984,1P Audience,50,Female,151597,iOS,Smartphone,Safari,"Aberdeen, South Dakota"
Udmh9,P9099795,1P Audience,49,Male,177442,macOS,Laptop,Microsoft Edge,"Aberdeen, South Dakota"
UPX2W,P3855046,Custom Audience,22,Female,55258,Android,Smartphone,Microsoft Edge,"Aberdeen, South Dakota"
UBwT7,P8311936,Custom Audience,18,Male,44932,Android,Tablet,Microsoft Edge,"Aberdeen, South Dakota"
Ubfe6,P5745993,Custom Audience,16,Female,44808,iOS,Smartphone,Safari,"Rapid City, South Dakota"
UCugS,P4311626,3P Audience,29,Female,73273,iOS,Smartphone,Safari,"Rapid City, South Dakota"
Uk4IG,O4060561,1P Audience,21,Female,46301,macOS,Desktop,Microsoft Edge,"Aberdeen, South Dakota"
UGrLv,P8165890,Custom Audience,38,Female,80278,iOS,Tablet,Safari,"Rapid City, South Dakota"
U8p9m,P7511468,Custom Audience,26,Female,66560,iOS,Smartphone,Safari,"Rapid City, South Dakota"
USlyT,O4516074,1P Audience,39,Male,89036,iOS,Smartphone,Safari,"Rapid City, South Dakota"
UoJoW,O7014322,3P Audience,38,Female,106631,macOS,Desktop,Microsoft Edge,"Rapid City, South Dakota"
Ugr7u,P2181440,Custom Audience,48,Male,138350,macOS,Laptop,Microsoft Edge,"Rapid City, South Dakota"
UkxZn,P1086247,3P Audience,33,Male,77836,Android,Tablet,Microsoft Edge,"Sioux Falls, South Dakota"
UB92a,P4174188,1P Audience,31,Female,61207,Android,Tablet,Microsoft Edge,"Sioux Falls, South Dakota"
UVV2c,P7536067,Custom Audience,19,Female,57298,macOS,Laptop,Microsoft Edge,"Aberdeen, South Dakota"
U8p9m,P7685980,1P Audience,26,Female,66560,Windows,Desktop,Microsoft Edge,"Sioux Falls, South Dakota"
UX4ql,P1828464,3P Audience,39,Male,108333,iOS,Tablet,Safari,"Rapid City, South Dakota"
UuWMZ,O1468057,1P Audience,38,Male,114721,Windows,Desktop,Microsoft Edge,"Aberdeen, South Dakota"
Ur2Fd,P1101553,3P Audience,35,Male,76506,macOS,Desktop,Microsoft Edge,"Sioux Falls, South Dakota"
UJ8ER,O1509574,3P Audience,32,Female,63967,macOS,Laptop,Microsoft Edge,"Rapid City, South Dakota"
Uzxpa,O1879736,3P Audience,20,Female,52837,Android,Tablet,Microsoft Edge,"Aberdeen, South Dakota"
UcUEw,O6036420,3P Audience,45,Male,91552,Windows,Desktop,Microsoft Edge,"Sioux Falls, South Dakota"
UoSXT,O3563248,3P Audience,19,Female,53196,iOS,Tablet,Safari,"Aberdeen, South Dakota"
U2y40,P8808421,Custom Audience,43,Female,102688,iOS,Tablet,Safari,"Aberdeen, South Dakota"
UxF2Y,O5078148,3P Audience,39,Female,110122,Android,Smartphone,Microsoft Edge,"Aberdeen, South Dakota"
UME9C,P9557887,1P Audience,29,Male,77975,Android,Tablet,Microsoft Edge,"Aberdeen, South Dakota"
UNtLC,P5146198,Custom Audience,28,Male,67823,macOS,Laptop,Microsoft Edge,"Rapid City, South Dakota"
UeuHS,O4679089,Custom Audience,25,Female,56478,macOS,Desktop,Microsoft Edge,"Sioux Falls, South Dakota"
UjCGA,O7661118,3P Audience,26,Male,66033,Windows,Desktop,Microsoft Edge,"Sioux Falls, South Dakota"
UGzDx,P4879900,1P Audience,40,Female,102576,Android,Smartphone,Microsoft Edge,"Aberdeen, South Dakota"
UaNPk,P9191554,3P Audience,37,Male,109737,iOS,Smartphone,Safari,"Aberdeen, South Dakota"
U7KND,P6867340,3P Audience,44,Female,95374,iOS,Tablet,Safari,"Rapid City, South Dakota"
UKppG,P7211645,Custom Audience,24,Male,44469,macOS,Laptop,Microsoft Edge,"Sioux Falls, South Dakota"
U5Y5i,O6743364,1P Audience,36,Female,105803,iOS,Smartphone,Safari,"Sioux Falls, South Dakota"
UCR5u,P9886266,3P Audience,31,Male,61176,Windows,Laptop,Microsoft Edge,"Rapid City, South Dakota"
UxEFv,P5621941,Custom Audience,28,Male,68365,Android,Tablet,Microsoft Edge,"Rapid City, South Dakota"
UvIah,O9530834,Custom Audience,42,Female,96517,macOS,Desktop,Microsoft Edge,"Rapid City, South Dakota"
U2mnp,P3398048,3P Audience,46,Male,179843,iOS,Tablet,Safari,"Aberdeen, South Dakota"
UQImo,O2348151,1P Audience,50,Female,183965,iOS,Smartphone,Safari,"Aberdeen, South Dakota"
U5Y5i,P6630950,Custom Audience,36,Female,105803,macOS,Laptop,Microsoft Edge,"Sioux Falls, South Dakota"
USlyT,O2852856,1P Audience,39,Male,89036,macOS,Desktop,Microsoft Edge,"Sioux Falls, South Dakota"
U8bZM,P2425732,1P Audience,23,Female,55073,macOS,Desktop,Microsoft Edge,"Sioux Falls, South Dakota"
U61fv,O4386267,1P Audience,51,Female,160777,iOS,Tablet,Safari,"Aberdeen, South Dakota"
UX4ql,P9145605,3P Audience,39,Male,108333,Android,Smartphone,Microsoft Edge,"Aberdeen, South Dakota"
U53KY,O6269945,3P Audience,38,Female,91642,Linux,Laptop,Mozilla Firefox,"Aberdeen, South Dakota"
UuQZk,O5050830,3P Audience,55,Female,172899,Linux,Laptop,Mozilla Firefox,"Aberdeen, South Dakota"
UmpVf,O3041994,1P Audience,26,Female,76584,Windows,Laptop,Microsoft Edge,"Sioux Falls, South Dakota"
UxF2Y,P6917713,1P Audience,39,Female,110122,macOS,Laptop,Microsoft Edge,"Rapid City, South Dakota"
UZpS5,P6421050,3P Audience,36,Male,110206,Linux,Laptop,Mozilla Firefox,"Sioux Falls, South Dakota"
UFusg,P2997278,3P Audience,23,Male,55641,iOS,Tablet,Safari,"Sioux Falls, South Dakota"
UpnGk,P8271741,3P Audience,29,Male,62590,Linux,Laptop,Mozilla Firefox,"Rapid City, South Dakota"
UZpS5,O8124474,Custom Audience,36,Male,110206,Windows,Laptop,Microsoft Edge,"Sioux Falls, South Dakota"
UpnGk,O5321996,Custom Audience,29,Male,62590,iOS,Tablet,Safari,"Rapid City, South Dakota"
UEykv,O2800225,1P Audience,50,Male,174499,Linux,Laptop,Mozilla Firefox,"Sioux Falls, South Dakota"
UJ7Ex,O7805483,Custom Audience,30,Female,60545,Windows,Desktop,Microsoft Edge,"Sioux Falls, South Dakota"
UG4UK,O8091395,3P Audience,21,Male,43705,Linux,Laptop,Mozilla Firefox,"Sioux Falls, South Dakota"
UTzXe,P3794334,Custom Audience,22,Female,51437,macOS,Desktop,Microsoft Edge,"Rapid City, South Dakota"
UoSXT,P2207979,1P Audience,19,Female,53196,Linux,Laptop,Mozilla Firefox,"Aberdeen, South Dakota"
UfWBe,P1932051,1P Audience,34,Female,65053,Android,Tablet,Microsoft Edge,"Aberdeen, South Dakota"
UGzDx,P4104983,Custom Audience,40,Female,102576,Windows,Desktop,Microsoft Edge,"Sioux Falls, South Dakota"
UGJpA,O1133477,1P Audience,38,Male,104477,Windows,Laptop,Microsoft Edge,"Sioux Falls, South Dakota"
UFgXm,P5620929,3P Audience,53,Male,187642,Android,Tablet,Microsoft Edge,"Sioux Falls, South Dakota"
UiZLG,O3784288,Custom Audience,40,Female,101461,iOS,Tablet,Safari,"Sioux Falls, South Dakota"
UaLbp,O9310288,3P Audience,36,Female,104828,Linux,Laptop,Mozilla Firefox,"Aberdeen, South Dakota"
UcX4n,P1580575,Custom Audience,23,Female,52399,Android,Smartphone,Microsoft Edge,"Rapid City, South Dakota"
U6eLy,O6466133,1P Audience,21,Male,42271,iOS,Smartphone,Safari,"Rapid City, South Dakota"
Ul4nz,P3295762,1P Audience,35,Male,74362,Android,Tablet,Microsoft Edge,"Sioux Falls, South Dakota"
U7qLk,P6089508,Custom Audience,32,Female,63397,macOS,Desktop,Microsoft Edge,"Aberdeen, South Dakota"
UtUjx,O2471249,1P Audience,18,Female,51362,Android,Smartphone,Microsoft Edge,"Sioux Falls, South Dakota"
UoZzb,O1197837,Custom Audience,55,Female,187204,Linux,Laptop,Mozilla Firefox,"Rapid City, South Dakota"
U6eLy,O8639232,1P Audience,21,Male,42271,Windows,Desktop,Microsoft Edge,"Aberdeen, South Dakota"
UaLbp,O4716701,Custom Audience,36,Female,104828,iOS,Smartphone,Safari,"Aberdeen, South Dakota"
UTui2,O6402983,3P Audience,21,Male,52773,Windows,Desktop,Microsoft Edge,"Sioux Falls, South Dakota"
U6fx1,P8973786,Custom Audience,32,Female,61586,Android,Smartphone,Microsoft Edge,"Sioux Falls, South Dakota"
UPX2W,O6680815,3P Audience,22,Female,55258,iOS,Tablet,Safari,"Aberdeen, South Dakota"
UQKpm,P8474443,3P Audience,40,Female,113820,Android,Tablet,Microsoft Edge,"Sioux Falls, South Dakota"
U0R6x,O1254745,3P Audience,18,Male,58669,Android,Tablet,Microsoft Edge,"Rapid City, South Dakota"
UBROm,O8616118,3P Audience,43,Female,85682,iOS,Smartphone,Safari,"Rapid City, South Dakota"
UyPUQ,O4552197,Custom Audience,25,Female,58715,iOS,Tablet,Safari,"Aberdeen, South Dakota"
UFPs0,P3881286,Custom Audience,49,Female,137763,iOS,Smartphone,Safari,"Sioux Falls, South Dakota"
URioX,P4295847,Custom Audience,39,Female,107092,macOS,Desktop,Microsoft Edge,"Aberdeen, South Dakota"
UYniv,P2700870,3P Audience,51,Female,133456,Linux,Laptop,Mozilla Firefox,"Aberdeen, South Dakota"
UTui2,P8096829,3P Audience,21,Male,52773,Android,Smartphone,Microsoft Edge,"Rapid City, South Dakota"
UvIah,O6406978,Custom Audience,42,Female,96517,Linux,Laptop,Mozilla Firefox,"Aberdeen, South Dakota"
UK5y3,O8413079,3P Audience,48,Female,175995,Windows,Desktop,Microsoft Edge,"Rapid City, South Dakota"
Uuo2b,P4017936,3P Audience,23,Female,52287,macOS,Desktop,Microsoft Edge,"Aberdeen, South Dakota"
U5Y5i,P3207588,3P Audience,36,Female,105803,Android,Tablet,Microsoft Edge,"Sioux Falls, South Dakota"
Ue1mo,O8382403,3P Audience,51,Male,128867,iOS,Smartphone,Safari,"Sioux Falls, South Dakota"
UKCJA,O5094327,3P Audience,19,Male,41580,Android,Smartphone,Microsoft Edge,"Rapid City, South Dakota"
UEJOP,O1557572,1P Audience,34,Male,71010,Windows,Laptop,Microsoft Edge,"North Charleston, South Carolina"
UuezP,O4035369,Custom Audience,25,Male,49837,Windows,Laptop,Microsoft Edge,"Charleston, South Carolina"
Uuo2b,P6212081,1P Audience,23,Female,52287,Windows,Desktop,Microsoft Edge,"North Charleston, South Carolina"
UdAx2,P7102487,3P Audience,20,Male,54197,Android,Tablet,Microsoft Edge,"North Charleston, South Carolina"
UJVXs,P7086831,1P Audience,16,Male,44963,macOS,Laptop,Microsoft Edge,"Columbia, South Carolina"
UieXR,O6760401,Custom Audience,52,Male,156076,Windows,Desktop,Microsoft Edge,"Charleston, South Carolina"
UuBp6,O1960472,Custom Audience,21,Male,58898,Windows,Laptop,Microsoft Edge,"North Charleston, South Carolina"
UgPdD,O2097844,3P Audience,24,Female,57983,Android,Tablet,Microsoft Edge,"Charleston, South Carolina"
UOTAt,P1486680,Custom Audience,45,Female,115071,macOS,Desktop,Microsoft Edge,"Columbia, South Carolina"
UoDrV,O9119900,1P Audience,29,Female,67556,Windows,Laptop,Microsoft Edge,"Columbia, South Carolina"
UmEa7,P7455567,Custom Audience,50,Female,135693,iOS,Tablet,Safari,"North Charleston, South Carolina"
UQyXi,O1769952,3P Audience,51,Male,139381,Android,Smartphone,Microsoft Edge,"Columbia, South Carolina"
URioX,O2759236,3P Audience,39,Female,107092,Linux,Laptop,Mozilla Firefox,"Columbia, South Carolina"
UFd3I,P5823795,3P Audience,34,Female,79562,Android,Smartphone,Microsoft Edge,"North Charleston, South Carolina"
UJ8ER,O6662568,Custom Audience,32,Female,63967,iOS,Tablet,Safari,"Columbia, South Carolina"
U9Ag7,P4242129,3P Audience,26,Male,63133,macOS,Desktop,Microsoft Edge,"North Charleston, South Carolina"
UnrCJ,O5141725,3P Audience,22,Female,44302,iOS,Tablet,Safari,"Charleston, South Carolina"
UuezP,O2178332,Custom Audience,25,Male,49837,Windows,Desktop,Microsoft Edge,"Columbia, South Carolina"
UahFa,P2118519,1P Audience,42,Male,97916,macOS,Desktop,Microsoft Edge,"North Charleston, South Carolina"
UkRRE,P6227518,Custom Audience,32,Male,75879,Android,Smartphone,Microsoft Edge,"North Charleston, South Carolina"
UBROm,P9995206,Custom Audience,43,Female,85682,Windows,Laptop,Microsoft Edge,"Charleston, South Carolina"
UB92a,O5740626,1P Audience,31,Female,61207,iOS,Tablet,Safari,"Charleston, South Carolina"
UaLbp,O2469785,Custom Audience,36,Female,104828,Android,Tablet,Microsoft Edge,"Charleston, South Carolina"
Ude4g,P8196527,3P Audience,21,Female,58687,iOS,Smartphone,Safari,"Columbia, South Carolina"
UCvXE,P3029559,3P Audience,45,Male,116184,iOS,Tablet,Safari,"Columbia, South Carolina"
UuezP,P2142733,3P Audience,25,Male,49837,Linux,Laptop,Mozilla Firefox,"Columbia, South Carolina"
UPuU0,O8873903,Custom Audience,33,Female,69066,macOS,Desktop,Microsoft Edge,"Columbia, South Carolina"
UzzoT,O6678911,1P Audience,51,Male,122514,Android,Smartphone,Microsoft Edge,"Columbia, South Carolina"
Um7Um,O6115174,Custom Audience,22,Male,42035,macOS,Desktop,Microsoft Edge,"North Charleston, South Carolina"
U2y40,O3447026,1P Audience,43,Female,102688,macOS,Desktop,Microsoft Edge,"Columbia, South Carolina"
UME9C,O1670247,Custom Audience,29,Male,77975,macOS,Desktop,Microsoft Edge,"North Charleston, South Carolina"
UHq4r,O3804171,3P Audience,26,Female,70443,macOS,Laptop,Microsoft Edge,"Columbia, South Carolina"
Udmh9,O8056580,Custom Audience,49,Male,177442,macOS,Laptop,Microsoft Edge,"Columbia, South Carolina"
UHwpH,P9073792,3P Audience,44,Female,116515,iOS,Tablet,Safari,"North Charleston, South Carolina"
UDfwz,O4546311,1P Audience,27,Female,67828,iOS,Smartphone,Safari,"Columbia, South Carolina"
UAa1P,O3574225,Custom Audience,18,Male,44182,Android,Tablet,Microsoft Edge,"North Charleston, South Carolina"
UfcNC,O1210891,1P Audience,26,Female,73991,Windows,Desktop,Microsoft Edge,"North Charleston, South Carolina"
Ul4nz,O1552436,1P Audience,35,Male,74362,Android,Tablet,Microsoft Edge,"Charleston, South Carolina"
UzzoT,P5803514,1P Audience,51,Male,122514,Android,Smartphone,Microsoft Edge,"Charleston, South Carolina"
UNtLC,P3475703,Custom Audience,28,Male,67823,Windows,Desktop,Microsoft Edge,"North Charleston, South Carolina"
UwfQN,O2536258,Custom Audience,38,Male,96833,Android,Smartphone,Microsoft Edge,"Columbia, South Carolina"
UQ884,O7482203,1P Audience,38,Male,106024,macOS,Desktop,Microsoft Edge,"Columbia, South Carolina"
UFusg,P2335291,Custom Audience,23,Male,55641,macOS,Desktop,Microsoft Edge,"Charleston, South Carolina"
ULTQL,O4285462,1P Audience,26,Male,64160,Android,Tablet,Microsoft Edge,"North Charleston, South Carolina"
U4S9V,P9313698,1P Audience,37,Female,80724,macOS,Laptop,Microsoft Edge,"North Charleston, South Carolina"
Ul4nz,P5711005,3P Audience,35,Male,74362,Windows,Laptop,Microsoft Edge,"Columbia, South Carolina"
UQrVj,O5066280,3P Audience,28,Male,74286,iOS,Smartphone,Safari,"Charleston, South Carolina"
UlzEY,P3241165,1P Audience,47,Male,143537,iOS,Smartphone,Safari,"Charleston, South Carolina"
UoBI9,O1612163,Custom Audience,44,Female,109588,iOS,Tablet,Safari,"Columbia, South Carolina"
U7k4X,O1817768,Custom Audience,39,Male,92274,macOS,Desktop,Microsoft Edge,"North Charleston, South Carolina"
UEBsi,P3601958,1P Audience,32,Female,67467,macOS,Desktop,Microsoft Edge,"Charleston, South Carolina"
UI4HS,P9936626,3P Audience,19,Female,41723,Linux,Laptop,Mozilla Firefox,"Charleston, South Carolina"
UvIah,O9343153,Custom Audience,42,Female,96517,Android,Smartphone,Microsoft Edge,"North Charleston, South Carolina"
Ug4bT,P5759547,3P Audience,45,Female,83544,Linux,Laptop,Mozilla Firefox,"Columbia, South Carolina"
UvIah,P8775376,3P Audience,42,Female,96517,Windows,Laptop,Microsoft Edge,"North Charleston, South Carolina"
U4tpM,O1531492,1P Audience,41,Male,99807,Windows,Desktop,Microsoft Edge,"Charleston, South Carolina"
UKCJA,O1555434,3P Audience,19,Male,41580,macOS,Laptop,Microsoft Edge,"North Charleston, South Carolina"
UI4HS,O5274031,1P Audience,19,Female,41723,Android,Smartphone,Microsoft Edge,"Charleston, South Carolina"
U6gbk,O3033921,3P Audience,16,Male,58586,macOS,Laptop,Microsoft Edge,"Charleston, South Carolina"
UTzXe,O1028239,1P Audience,22,Female,51437,Windows,Desktop,Microsoft Edge,"Columbia, South Carolina"
Ui5AP,O3116910,3P Audience,50,Male,173959,iOS,Tablet,Safari,"Charleston, South Carolina"
U4tpM,O9155671,3P Audience,41,Male,99807,macOS,Laptop,Microsoft Edge,"Charleston, South Carolina"
UaF79,P6266882,Custom Audience,18,Male,49361,Android,Smartphone,Microsoft Edge,"North Charleston, South Carolina"
U7byU,O9237723,3P Audience,42,Male,109675,Windows,Laptop,Microsoft Edge,"Columbia, South Carolina"
U69pJ,P4767862,Custom Audience,44,Female,85322,macOS,Laptop,Microsoft Edge,"North Charleston, South Carolina"
UuyV6,P5147537,Custom Audience,39,Female,103064,Windows,Laptop,Microsoft Edge,"Columbia, South Carolina"
UGrLv,P8441959,1P Audience,38,Female,80278,Android,Smartphone,Microsoft Edge,"Columbia, South Carolina"
UBwT7,O9720534,1P Audience,18,Male,44932,Linux,Laptop,Mozilla Firefox,"North Charleston, South Carolina"
Um7Um,O2836041,Custom Audience,22,Male,42035,iOS,Smartphone,Safari,"Columbia, South Carolina"
U6fx1,P2274845,3P Audience,32,Female,61586,Android,Tablet,Microsoft Edge,"Charleston, South Carolina"
UgpBw,P5510077,Custom Audience,47,Female,145971,Windows,Desktop,Microsoft Edge,"Columbia, South Carolina"
U3Wpl,O1209411,Custom Audience,39,Female,101945,Android,Tablet,Microsoft Edge,"Columbia, South Carolina"
UAL9y,O8862660,1P Audience,28,Female,73440,iOS,Tablet,Safari,"Columbia, South Carolina"
UeuHS,O2521125,Custom Audience,25,Female,56478,Windows,Desktop,Microsoft Edge,"Columbia, South Carolina"
Uzxa3,O9876012,3P Audience,41,Female,107828,macOS,Desktop,Microsoft Edge,"Charleston, South Carolina"
UJVXs,O7915479,Custom Audience,16,Male,44963,macOS,Desktop,Microsoft Edge,"Columbia, South Carolina"
USlyT,P7074429,3P Audience,39,Male,89036,macOS,Laptop,Microsoft Edge,"Columbia, South Carolina"
UoBI9,P5233208,1P Audience,44,Female,109588,Windows,Desktop,Microsoft Edge,"Charleston, South Carolina"
UiraG,P3825368,3P Audience,40,Female,86551,macOS,Desktop,Microsoft Edge,"North Charleston, South Carolina"
UJ8ER,P6693310,1P Audience,32,Female,63967,iOS,Smartphone,Safari,"Columbia, South Carolina"
UME9C,P4213426,3P Audience,29,Male,77975,iOS,Smartphone,Safari,"Columbia, South Carolina"
UQ884,O4065478,3P Audience,38,Male,106024,Android,Smartphone,Microsoft Edge,"Charleston, South Carolina"
U5FS9,P4774434,Custom Audience,17,Female,56775,iOS,Smartphone,Safari,"Charleston, South Carolina"
U2y40,P5840597,1P Audience,43,Female,102688,Android,Smartphone,Microsoft Edge,"North Charleston, South Carolina"
U8p9m,O2154284,1P Audience,26,Female,66560,Android,Tablet,Microsoft Edge,"Charleston, South Carolina"
U6ec8,O2228393,3P Audience,29,Male,61278,iOS,Smartphone,Safari,"North Charleston, South Carolina"
UQ2qd,P8741550,3P Audience,46,Male,193730,Windows,Desktop,Microsoft Edge,"Charleston, South Carolina"
U6gbk,O8212727,1P Audience,16,Male,58586,macOS,Desktop,Microsoft Edge,"Columbia, South Carolina"
UhkYP,P4499259,3P Audience,35,Male,71703,macOS,Laptop,Microsoft Edge,"Columbia, South Carolina"
UtVlw,P1679554,3P Audience,42,Female,83278,Android,Tablet,Microsoft Edge,"Charleston, South Carolina"
URJyj,P2122458,3P Audience,40,Male,98000,Android,Tablet,Microsoft Edge,"Charleston, South Carolina"
UpD3n,O8619670,3P Audience,40,Female,87512,Android,Tablet,Microsoft Edge,"Columbia, South Carolina"
UQ2qd,P5674827,1P Audience,46,Male,193730,iOS,Smartphone,Safari,"North Charleston, South Carolina"
Uy1Se,O1972824,3P Audience,38,Male,96777,macOS,Desktop,Microsoft Edge,"Charleston, South Carolina"
UW6GK,P3060427,3P Audience,28,Female,67701,iOS,Smartphone,Safari,"Columbia, South Carolina"
UFPs0,P9900243,1P Audience,49,Female,137763,Android,Smartphone,Microsoft Edge,"Charleston, South Carolina"
U2mnp,O3590876,3P Audience,46,Male,179843,iOS,Smartphone,Safari,"Charleston, South Carolina"
UQidj,O6030168,3P Audience,50,Male,184786,macOS,Desktop,Microsoft Edge,"North Charleston, South Carolina"
UT0JV,P8481706,Custom Audience,30,Female,65680,iOS,Smartphone,Safari,"Charleston, South Carolina"
UE5Xi,O8235802,Custom Audience,46,Male,182632,iOS,Tablet,Safari,"Columbia, South Carolina"
UJVXs,O9615895,Custom Audience,16,Male,44963,iOS,Tablet,Safari,"Warwick, Rhode Island"
UoRBB,O4825779,1P Audience,22,Female,49502,macOS,Laptop,Microsoft Edge,"Providence, Rhode Island"
UgPdD,O6158696,3P Audience,24,Female,57983,iOS,Tablet,Safari,"Providence, Rhode Island"
USdOe,P9084552,3P Audience,47,Male,172427,Windows,Laptop,Microsoft Edge,"Providence, Rhode Island"
U5FS9,P1100480,Custom Audience,17,Female,56775,Android,Tablet,Microsoft Edge,"Providence, Rhode Island"
URFKH,P3305185,Custom Audience,24,Female,56853,Windows,Laptop,Microsoft Edge,"Providence, Rhode Island"
UlzEY,P5839416,1P Audience,47,Male,143537,Windows,Desktop,Microsoft Edge,"Cranston, Rhode Island"
U2mnp,P6466302,3P Audience,46,Male,179843,Android,Tablet,Microsoft Edge,"Providence, Rhode Island"
U0HhS,O3375439,Custom Audience,38,Male,87120,iOS,Smartphone,Safari,"Providence, Rhode Island"
UUewd,P2927162,3P Audience,17,Male,47452,iOS,Tablet,Safari,"Providence, Rhode Island"
UzEvI,O7203570,1P Audience,29,Male,67362,Windows,Desktop,Microsoft Edge,"Warwick, Rhode Island"
UQAfT,O2293456,Custom Audience,29,Male,70093,macOS,Desktop,Microsoft Edge,"Cranston, Rhode Island"
UBNoy,O3293359,Custom Audience,16,Female,59934,Android,Smartphone,Microsoft Edge,"Warwick, Rhode Island"
Um7p0,P8420627,3P Audience,17,Female,40810,Linux,Laptop,Mozilla Firefox,"Providence, Rhode Island"
UfcNC,O1239158,1P Audience,26,Female,73991,Linux,Laptop,Mozilla Firefox,"Providence, Rhode Island"
UidXi,P4240417,3P Audience,31,Male,78706,Android,Smartphone,Microsoft Edge,"Providence, Rhode Island"
UoJoW,P7399189,3P Audience,38,Female,106631,Windows,Laptop,Microsoft Edge,"Providence, Rhode Island"
UFd3I,O2039372,Custom Audience,34,Female,79562,Android,Smartphone,Microsoft Edge,"Providence, Rhode Island"
UHwpH,O2507531,3P Audience,44,Female,116515,Android,Tablet,Microsoft Edge,"Providence, Rhode Island"
UFsWY,P3020493,Custom Audience,45,Female,99929,iOS,Tablet,Safari,"Providence, Rhode Island"
UBwT7,O1416608,Custom Audience,18,Male,44932,Windows,Desktop,Microsoft Edge,"Cranston, Rhode Island"
UmbS1,P5766917,1P Audience,29,Female,65746,Windows,Desktop,Microsoft Edge,"Cranston, Rhode Island"
UcUEw,P2209616,1P Audience,45,Male,91552,Linux,Laptop,Mozilla Firefox,"Warwick, Rhode Island"
URioX,P1489238,3P Audience,39,Female,107092,iOS,Smartphone,Safari,"Cranston, Rhode Island"
Ubfe6,P1599276,Custom Audience,16,Female,44808,iOS,Smartphone,Safari,"Warwick, Rhode Island"
